,Node,LCC
248,20862,1.0
249,22053,1.0
250,22052,1.0
251,20861,1.0
252,20859,1.0
253,20857,1.0
254,22044,1.0
255,12632,1.0
256,8265,1.0
257,10959,1.0
258,2200,1.0
259,2598,1.0
260,2192,1.0
261,17629,1.0
262,2193,1.0
263,9763,1.0
264,2196,1.0
265,901,1.0
266,907,1.0
267,908,1.0
268,4286,1.0
269,12152,1.0
270,12150,1.0
271,12149,1.0
272,9694,1.0
273,7372,1.0
274,9693,1.0
275,17662,1.0
276,922,1.0
277,9692,1.0
278,2203,1.0
279,9689,1.0
280,4345,1.0
281,2208,1.0
282,9671,1.0
283,4376,1.0
284,4387,1.0
285,4402,1.0
286,4424,1.0
287,9764,1.0
288,11885,1.0
289,2146,1.0
290,4203,1.0
291,6991,1.0
292,866,1.0
293,867,1.0
294,2150,1.0
295,2625,1.0
296,17967,1.0
297,17966,1.0
298,2162,1.0
299,5069,1.0
300,11865,1.0
301,9806,1.0
302,2619,1.0
303,9805,1.0
304,12829,1.0
305,2603,1.0
306,2171,1.0
307,2173,1.0
308,9797,1.0
309,9791,1.0
310,2176,1.0
311,14358,1.0
312,9769,1.0
313,9768,1.0
314,2608,1.0
315,2181,1.0
316,2607,1.0
317,2184,1.0
318,2185,1.0
319,2224,1.0
320,2225,1.0
321,4432,1.0
322,2258,1.0
323,32,1.0
324,12100,1.0
325,2549,1.0
326,12098,1.0
327,12097,1.0
328,2548,1.0
329,2546,1.0
330,1191,1.0
331,24,1.0
332,2540,1.0
333,11985,1.0
334,4883,1.0
335,11995,1.0
336,11997,1.0
337,4444,1.0
338,4573,1.0
339,4585,1.0
340,4818,1.0
341,4811,1.0
342,4808,1.0
343,2412,1.0
344,4807,1.0
345,2399,1.0
346,4805,1.0
347,4804,1.0
348,4803,1.0
349,4623,1.0
350,9359,1.0
351,12103,1.0
352,4508,1.0
353,2553,1.0
354,2555,1.0
355,4445,1.0
356,2236,1.0
357,9595,1.0
358,9180,1.0
359,17666,1.0
360,17667,1.0
361,17668,1.0
362,2238,1.0
363,17669,1.0
364,17670,1.0
365,4964,1.0
366,4962,1.0
367,4467,1.0
368,9568,1.0
369,4487,1.0
370,19671,1.0
371,12116,1.0
372,12115,1.0
373,4498,1.0
374,17675,1.0
375,4499,1.0
376,12109,1.0
377,17677,1.0
378,40,1.0
379,39,1.0
380,2557,1.0
381,37,1.0
382,15371,1.0
383,17973,1.0
384,864,1.0
385,799,1.0
386,21903,1.0
387,18135,1.0
388,18128,1.0
389,18126,1.0
390,18125,1.0
391,18121,1.0
392,18119,1.0
393,18115,1.0
394,18114,1.0
395,18113,1.0
396,18112,1.0
397,18111,1.0
398,18104,1.0
399,18100,1.0
400,10969,1.0
401,2689,1.0
402,9987,1.0
403,6846,1.0
404,6848,1.0
405,12878,1.0
406,12877,1.0
407,2081,1.0
408,802,1.0
409,6852,1.0
410,2688,1.0
411,9983,1.0
412,805,1.0
413,9980,1.0
414,6873,1.0
415,800,1.0
416,21905,1.0
417,6882,1.0
418,797,1.0
419,3962,1.0
420,8948,1.0
421,8949,1.0
422,8950,1.0
423,2041,1.0
424,8951,1.0
425,8953,1.0
426,11808,1.0
427,11810,1.0
428,3973,1.0
429,11812,1.0
430,3975,1.0
431,10002,1.0
432,2698,1.0
433,16110,1.0
434,16088,1.0
435,10000,1.0
436,11820,1.0
437,2066,1.0
438,9999,1.0
439,9995,1.0
440,2068,1.0
441,9992,1.0
442,21907,1.0
443,2071,1.0
444,9991,1.0
445,9988,1.0
446,793,1.0
447,795,1.0
448,6877,1.0
449,6864,1.0
450,2668,1.0
451,162,1.0
452,6958,1.0
453,2681,1.0
454,17987,1.0
455,829,1.0
456,830,1.0
457,2677,1.0
458,10972,1.0
459,2674,1.0
460,163,1.0
461,9891,1.0
462,16062,1.0
463,846,1.0
464,11371,1.0
465,149,1.0
466,158,1.0
467,157,1.0
468,2667,1.0
469,10976,1.0
470,154,1.0
471,841,1.0
472,6950,1.0
473,9878,1.0
474,827,1.0
475,6898,1.0
476,4114,1.0
477,2089,1.0
478,860,1.0
479,810,1.0
480,821,1.0
481,11370,1.0
482,857,1.0
483,6890,1.0
484,10971,1.0
485,11369,1.0
486,6903,1.0
487,854,1.0
488,2655,1.0
489,18043,1.0
490,11368,1.0
491,822,1.0
492,16066,1.0
493,11365,1.0
494,840,1.0
495,831,0.95
496,6354,0.9166666666666666
497,2717,0.9166666666666666
498,2719,0.9166666666666666
499,2722,0.9166666666666666
500,6486,0.9166666666666666
501,2738,0.9166666666666666
502,3018,0.9166666666666666
503,13557,0.9166666666666666
504,849,0.9
505,862,0.9
506,868,0.9
507,871,0.9
508,14484,0.9
509,796,0.8666666666666667
510,4806,0.8333333333333334
511,859,0.8333333333333334
512,3194,0.8333333333333334
513,10375,0.8333333333333334
514,15372,0.8333333333333334
515,10365,0.8333333333333334
516,5027,0.8333333333333334
517,4629,0.8333333333333334
518,869,0.8333333333333334
519,4823,0.8333333333333334
520,3819,0.8333333333333334
521,15369,0.8333333333333334
522,10360,0.8333333333333334
523,3553,0.8333333333333334
524,3774,0.8333333333333334
525,3193,0.8333333333333334
526,11818,0.8333333333333334
527,845,0.8333333333333334
528,3557,0.8333333333333334
529,10370,0.8333333333333334
530,4615,0.8333333333333334
531,7721,0.8333333333333334
532,2686,0.8333333333333334
533,1800,0.8333333333333334
534,1799,0.8333333333333334
535,6154,0.8333333333333334
536,12642,0.8333333333333334
537,2042,0.8333333333333334
538,2085,0.8333333333333334
539,2040,0.8333333333333334
540,82,0.8333333333333334
541,2711,0.8333333333333334
542,2090,0.8333333333333334
543,6148,0.8333333333333334
544,12636,0.8333333333333334
545,3016,0.8333333333333334
546,72,0.8333333333333334
547,2715,0.8333333333333334
548,1801,0.8333333333333334
549,6842,0.8333333333333334
550,2043,0.8333333333333334
551,2061,0.8333333333333334
552,2065,0.8333333333333334
553,2069,0.8333333333333334
554,2062,0.8333333333333334
555,1808,0.8333333333333334
556,2073,0.8333333333333334
557,2074,0.8333333333333334
558,1807,0.8333333333333334
559,2044,0.8333333333333334
560,2695,0.8333333333333334
561,10966,0.8333333333333334
562,6165,0.8333333333333334
563,1804,0.8333333333333334
564,2700,0.8333333333333334
565,2045,0.8333333333333334
566,2067,0.8333333333333334
567,2092,0.8333333333333334
568,6628,0.8333333333333334
569,6642,0.8333333333333334
570,6631,0.8333333333333334
571,2718,0.8333333333333334
572,2003,0.8333333333333334
573,6626,0.8333333333333334
574,2647,0.8333333333333334
575,2742,0.8333333333333334
576,65,0.8333333333333334
577,2744,0.8333333333333334
578,2632,0.8333333333333334
579,2745,0.8333333333333334
580,1989,0.8333333333333334
581,2602,0.8333333333333334
582,2749,0.8333333333333334
583,2774,0.8333333333333334
584,2782,0.8333333333333334
585,16982,0.8333333333333334
586,6637,0.8333333333333334
587,2005,0.8333333333333334
588,6651,0.8333333333333334
589,6654,0.8333333333333334
590,2664,0.8333333333333334
591,2665,0.8333333333333334
592,6647,0.8333333333333334
593,6655,0.8333333333333334
594,6665,0.8333333333333334
595,2732,0.8333333333333334
596,10974,0.8333333333333334
597,2721,0.8333333333333334
598,839,0.8
599,819,0.7857142857142857
600,853,0.7857142857142857
601,828,0.7666666666666667
602,812,0.7666666666666667
603,2490,0.7666666666666667
604,9068,0.75
605,2787,0.75
606,14540,0.75
607,2806,0.75
608,9063,0.75
609,9070,0.75
610,1810,0.75
611,1805,0.75
612,3011,0.75
613,7717,0.75
614,2646,0.75
615,798,0.75
616,9073,0.75
617,1803,0.75
618,4538,0.75
619,813,0.7333333333333333
620,836,0.7142857142857143
621,816,0.7142857142857143
622,7723,0.7
623,6986,0.7
624,2797,0.7
625,6994,0.7
626,2617,0.7
627,3012,0.7
628,2610,0.7
629,832,0.7
630,2685,0.7
631,4626,0.6904761904761905
632,814,0.6785714285714286
633,794,0.6785714285714286
634,17671,0.6666666666666666
635,15374,0.6666666666666666
636,9810,0.6666666666666666
637,2640,0.6666666666666666
638,6616,0.6666666666666666
639,1997,0.6666666666666666
640,9783,0.6666666666666666
641,15373,0.6666666666666666
642,1990,0.6666666666666666
643,12166,0.6666666666666666
644,1988,0.6666666666666666
645,17672,0.6666666666666666
646,15375,0.6666666666666666
647,10167,0.6666666666666666
648,2771,0.6666666666666666
649,10168,0.6666666666666666
650,17664,0.6666666666666666
651,10169,0.6666666666666666
652,17665,0.6666666666666666
653,9071,0.6666666666666666
654,17659,0.6666666666666666
655,851,0.6666666666666666
656,17660,0.6666666666666666
657,9074,0.6666666666666666
658,9067,0.6666666666666666
659,9066,0.6666666666666666
660,6765,0.6666666666666666
661,5037,0.6666666666666666
662,81,0.6666666666666666
663,2710,0.6666666666666666
664,808,0.6666666666666666
665,70,0.6666666666666666
666,825,0.6666666666666666
667,2025,0.6666666666666666
668,6630,0.6666666666666666
669,833,0.6666666666666666
670,6657,0.6666666666666666
671,12156,0.6666666666666666
672,4289,0.6666666666666666
673,6645,0.6666666666666666
674,17658,0.6666666666666666
675,9889,0.6666666666666666
676,2004,0.6666666666666666
677,17657,0.6666666666666666
678,12158,0.6666666666666666
679,2792,0.6666666666666666
680,10166,0.6666666666666666
681,17680,0.6666666666666666
682,17678,0.6666666666666666
683,6289,0.6666666666666666
684,12502,0.6666666666666666
685,17674,0.6666666666666666
686,20856,0.6666666666666666
687,3184,0.6666666666666666
688,2925,0.6666666666666666
689,17676,0.6666666666666666
690,20867,0.6666666666666666
691,20868,0.6666666666666666
692,9360,0.6666666666666666
693,9358,0.6666666666666666
694,9546,0.6666666666666666
695,6307,0.6666666666666666
696,17681,0.6666666666666666
697,12469,0.6666666666666666
698,17679,0.6666666666666666
699,2802,0.6666666666666666
700,3256,0.6666666666666666
701,4617,0.6666666666666666
702,12363,0.6666666666666666
703,4869,0.6666666666666666
704,4867,0.6666666666666666
705,3225,0.6666666666666666
706,12378,0.6666666666666666
707,6301,0.6666666666666666
708,3207,0.6666666666666666
709,1104,0.6666666666666666
710,1105,0.6666666666666666
711,6313,0.6666666666666666
712,17673,0.6666666666666666
713,1084,0.6666666666666666
714,2805,0.6666666666666666
715,792,0.6607142857142857
716,809,0.6527777777777778
717,2614,0.65
718,823,0.65
719,51,0.65
720,3187,0.65
721,4502,0.65
722,3200,0.65
723,3008,0.6333333333333333
724,7720,0.625
725,855,0.625
726,844,0.6071428571428571
727,826,0.6071428571428571
728,2773,0.6
729,9065,0.6
730,2660,0.6
731,2741,0.6
732,3006,0.6
733,6990,0.6
734,2794,0.6
735,820,0.5972222222222222
736,2600,0.5952380952380952
737,3970,0.5833333333333334
738,2687,0.5833333333333334
739,10366,0.5833333333333334
740,9773,0.5833333333333334
741,2703,0.5833333333333334
742,8946,0.5833333333333334
743,2694,0.5833333333333334
744,3198,0.5833333333333334
745,2609,0.5833333333333334
746,4497,0.5833333333333334
747,10368,0.5833333333333334
748,815,0.5833333333333334
749,1130,0.5833333333333334
750,6993,0.5833333333333334
751,7995,0.5833333333333334
752,818,0.5833333333333334
753,1106,0.5833333333333334
754,4598,0.5714285714285714
755,12505,0.5714285714285714
756,2631,0.5714285714285714
757,4494,0.5666666666666667
758,2692,0.5666666666666667
759,7719,0.5555555555555556
760,11822,0.5555555555555556
761,2476,0.5535714285714286
762,4625,0.5535714285714286
763,6298,0.55
764,10376,0.55
765,6299,0.55
766,2650,0.5357142857142857
767,856,0.5333333333333333
768,2510,0.5333333333333333
769,1258,0.5277777777777778
770,14485,0.5238095238095238
771,2605,0.5238095238095238
772,4569,0.5238095238095238
773,63,0.5192307692307693
774,2661,0.5178571428571429
775,2649,0.5178571428571429
776,4602,0.5178571428571429
777,4630,0.5
778,1118,0.5
779,4271,0.5
780,19923,0.5
781,11055,0.5
782,11193,0.5
783,2197,0.5
784,2594,0.5
785,4272,0.5
786,1132,0.5
787,4279,0.5
788,15479,0.5
789,12023,0.5
790,2612,0.5
791,2596,0.5
792,14219,0.5
793,9722,0.5
794,14227,0.5
795,15721,0.5
796,14241,0.5
797,15496,0.5
798,15509,0.5
799,1100,0.5
800,14245,0.5
801,4621,0.5
802,1095,0.5
803,1102,0.5
804,15723,0.5
805,11079,0.5
806,15510,0.5
807,14212,0.5
808,11058,0.5
809,2595,0.5
810,1091,0.5
811,4285,0.5
812,11168,0.5
813,11118,0.5
814,9575,0.5
815,4588,0.5
816,1211,0.5
817,15629,0.5
818,15631,0.5
819,13471,0.5
820,4495,0.5
821,2560,0.5
822,4441,0.5
823,1220,0.5
824,15632,0.5
825,2220,0.5
826,4413,0.5
827,11261,0.5
828,11283,0.5
829,11259,0.5
830,11258,0.5
831,1215,0.5
832,11262,0.5
833,1226,0.5
834,15628,0.5
835,15611,0.5
836,15619,0.5
837,15623,0.5
838,15624,0.5
839,9578,0.5
840,15614,0.5
841,15612,0.5
842,15625,0.5
843,4489,0.5
844,11263,0.5
845,13476,0.5
846,15610,0.5
847,15609,0.5
848,4453,0.5
849,15602,0.5
850,4388,0.5
851,1208,0.5
852,15517,0.5
853,9551,0.5
854,1190,0.5
855,2539,0.5
856,4517,0.5
857,9536,0.5
858,1185,0.5
859,15649,0.5
860,2205,0.5
861,4556,0.5
862,2592,0.5
863,15676,0.5
864,2534,0.5
865,4566,0.5
866,11291,0.5
867,2531,0.5
868,4579,0.5
869,11252,0.5
870,9683,0.5
871,2251,0.5
872,9676,0.5
873,4506,0.5
874,2591,0.5
875,4369,0.5
876,9669,0.5
877,1202,0.5
878,11287,0.5
879,11288,0.5
880,1193,0.5
881,1200,0.5
882,2551,0.5
883,1198,0.5
884,1197,0.5
885,1196,0.5
886,2550,0.5
887,9796,0.5
888,13853,0.5
889,11306,0.5
890,1818,0.5
891,10415,0.5
892,14559,0.5
893,3395,0.5
894,14564,0.5
895,11620,0.5
896,3004,0.5
897,1819,0.5
898,10580,0.5
899,1817,0.5
900,3218,0.5
901,1816,0.5
902,3010,0.5
903,13804,0.5
904,3248,0.5
905,3246,0.5
906,3241,0.5
907,1680,0.5
908,3237,0.5
909,14558,0.5
910,10765,0.5
911,10769,0.5
912,14549,0.5
913,14465,0.5
914,1874,0.5
915,14479,0.5
916,14480,0.5
917,14487,0.5
918,13912,0.5
919,14526,0.5
920,14529,0.5
921,11498,0.5
922,1842,0.5
923,10785,0.5
924,1839,0.5
925,11642,0.5
926,1838,0.5
927,1836,0.5
928,14547,0.5
929,14548,0.5
930,1797,0.5
931,3215,0.5
932,11311,0.5
933,3177,0.5
934,3171,0.5
935,22113,0.5
936,3172,0.5
937,1731,0.5
938,1734,0.5
939,22130,0.5
940,3179,0.5
941,22128,0.5
942,1742,0.5
943,3013,0.5
944,1743,0.5
945,1744,0.5
946,22116,0.5
947,13850,0.5
948,3173,0.5
949,13852,0.5
950,22121,0.5
951,22117,0.5
952,3163,0.5
953,3159,0.5
954,21197,0.5
955,21198,0.5
956,3014,0.5
957,3211,0.5
958,11584,0.5
959,11581,0.5
960,13830,0.5
961,3017,0.5
962,14570,0.5
963,13835,0.5
964,10741,0.5
965,1786,0.5
966,11572,0.5
967,1785,0.5
968,21204,0.5
969,11568,0.5
970,21202,0.5
971,21201,0.5
972,21199,0.5
973,2860,0.5
974,3563,0.5
975,3565,0.5
976,13602,0.5
977,11349,0.5
978,9923,0.5
979,22420,0.5
980,2679,0.5
981,2680,0.5
982,11363,0.5
983,13600,0.5
984,13601,0.5
985,2087,0.5
986,2857,0.5
987,13607,0.5
988,2082,0.5
989,15784,0.5
990,13613,0.5
991,13619,0.5
992,20492,0.5
993,20493,0.5
994,20494,0.5
995,1411,0.5
996,22423,0.5
997,2659,0.5
998,1409,0.5
999,9811,0.5
1000,4178,0.5
1001,4171,0.5
1002,2620,0.5
1003,20314,0.5
1004,20318,0.5
1005,11313,0.5
1006,13583,0.5
1007,13585,0.5
1008,2622,0.5
1009,2644,0.5
1010,2648,0.5
1011,22428,0.5
1012,11333,0.5
1013,10979,0.5
1014,22425,0.5
1015,2658,0.5
1016,20495,0.5
1017,11797,0.5
1018,15200,0.5
1019,20672,0.5
1020,2766,0.5
1021,15073,0.5
1022,2799,0.5
1023,15063,0.5
1024,22279,0.5
1025,14412,0.5
1026,3674,0.5
1027,2828,0.5
1028,2837,0.5
1029,2843,0.5
1030,2851,0.5
1031,2853,0.5
1032,2854,0.5
1033,3648,0.5
1034,15032,0.5
1035,1897,0.5
1036,15026,0.5
1037,20674,0.5
1038,1969,0.5
1039,15198,0.5
1040,20671,0.5
1041,11786,0.5
1042,13990,0.5
1043,10144,0.5
1044,10146,0.5
1045,10147,0.5
1046,3781,0.5
1047,11417,0.5
1048,3775,0.5
1049,10948,0.5
1050,2751,0.5
1051,22324,0.5
1052,22322,0.5
1053,22320,0.5
1054,22319,0.5
1055,3748,0.5
1056,15098,0.5
1057,10180,0.5
1058,15769,0.5
1059,15036,0.5
1060,11189,0.5
1061,9122,0.5
1062,12468,0.5
1063,6187,0.5
1064,903,0.5
1065,6190,0.5
1066,6191,0.5
1067,13039,0.5
1068,19585,0.5
1069,445,0.5
1070,12481,0.5
1071,13038,0.5
1072,12483,0.5
1073,909,0.5
1074,13037,0.5
1075,16877,0.5
1076,6235,0.5
1077,16933,0.5
1078,6260,0.5
1079,6275,0.5
1080,6277,0.5
1081,6185,0.5
1082,6184,0.5
1083,6282,0.5
1084,5051,0.5
1085,5066,0.5
1086,6155,0.5
1087,5064,0.5
1088,6157,0.5
1089,16044,0.5
1090,6161,0.5
1091,5059,0.5
1092,16043,0.5
1093,6171,0.5
1094,889,0.5
1095,16870,0.5
1096,5056,0.5
1097,12165,0.5
1098,12164,0.5
1099,12163,0.5
1100,12461,0.5
1101,5055,0.5
1102,6183,0.5
1103,13046,0.5
1104,427,0.5
1105,6284,0.5
1106,6144,0.5
1107,935,0.5
1108,6383,0.5
1109,12783,0.5
1110,6401,0.5
1111,7997,0.5
1112,9145,0.5
1113,7996,0.5
1114,7993,0.5
1115,350,0.5
1116,941,0.5
1117,342,0.5
1118,9167,0.5
1119,9168,0.5
1120,17132,0.5
1121,329,0.5
1122,327,0.5
1123,947,0.5
1124,9176,0.5
1125,952,0.5
1126,6547,0.5
1127,6366,0.5
1128,9138,0.5
1129,6285,0.5
1130,368,0.5
1131,6288,0.5
1132,6300,0.5
1133,6310,0.5
1134,920,0.5
1135,6315,0.5
1136,12524,0.5
1137,6322,0.5
1138,16309,0.5
1139,6323,0.5
1140,12530,0.5
1141,12532,0.5
1142,380,0.5
1143,6353,0.5
1144,5026,0.5
1145,376,0.5
1146,19593,0.5
1147,375,0.5
1148,374,0.5
1149,370,0.5
1150,16859,0.5
1151,6141,0.5
1152,12126,0.5
1153,8847,0.5
1154,8631,0.5
1155,16253,0.5
1156,19023,0.5
1157,5339,0.5
1158,5335,0.5
1159,5699,0.5
1160,5334,0.5
1161,5700,0.5
1162,5701,0.5
1163,5702,0.5
1164,5703,0.5
1165,8881,0.5
1166,5704,0.5
1167,8884,0.5
1168,19022,0.5
1169,5706,0.5
1170,5707,0.5
1171,5710,0.5
1172,5713,0.5
1173,5620,0.5
1174,5619,0.5
1175,8893,0.5
1176,16452,0.5
1177,5444,0.5
1178,16311,0.5
1179,16314,0.5
1180,16315,0.5
1181,16301,0.5
1182,16317,0.5
1183,16318,0.5
1184,16322,0.5
1185,16323,0.5
1186,13201,0.5
1187,13196,0.5
1188,16380,0.5
1189,13192,0.5
1190,13187,0.5
1191,13184,0.5
1192,5593,0.5
1193,8832,0.5
1194,5598,0.5
1195,16449,0.5
1196,5714,0.5
1197,5715,0.5
1198,6140,0.5
1199,5982,0.5
1200,8307,0.5
1201,835,0.5
1202,6021,0.5
1203,837,0.5
1204,6022,0.5
1205,19554,0.5
1206,848,0.5
1207,6044,0.5
1208,6047,0.5
1209,19555,0.5
1210,8266,0.5
1211,6063,0.5
1212,18687,0.5
1213,9100,0.5
1214,5073,0.5
1215,6126,0.5
1216,5072,0.5
1217,9110,0.5
1218,6138,0.5
1219,12384,0.5
1220,9079,0.5
1221,19005,0.5
1222,16755,0.5
1223,8527,0.5
1224,8511,0.5
1225,8500,0.5
1226,8954,0.5
1227,5236,0.5
1228,5228,0.5
1229,19435,0.5
1230,12362,0.5
1231,9064,0.5
1232,5899,0.5
1233,5125,0.5
1234,9069,0.5
1235,5906,0.5
1236,12374,0.5
1237,9075,0.5
1238,9078,0.5
1239,16731,0.5
1240,12379,0.5
1241,16751,0.5
1242,6548,0.5
1243,5032,0.5
1244,955,0.5
1245,185,0.5
1246,6841,0.5
1247,6850,0.5
1248,6855,0.5
1249,6869,0.5
1250,188,0.5
1251,15925,0.5
1252,4857,0.5
1253,12106,0.5
1254,6883,0.5
1255,18058,0.5
1256,6932,0.5
1257,6933,0.5
1258,6942,0.5
1259,6945,0.5
1260,15934,0.5
1261,6764,0.5
1262,7741,0.5
1263,6759,0.5
1264,6757,0.5
1265,7744,0.5
1266,4889,0.5
1267,12647,0.5
1268,4890,0.5
1269,4897,0.5
1270,7747,0.5
1271,7750,0.5
1272,12099,0.5
1273,12640,0.5
1274,4907,0.5
1275,7780,0.5
1276,7795,0.5
1277,4827,0.5
1278,17425,0.5
1279,7581,0.5
1280,15809,0.5
1281,12,0.5
1282,46,0.5
1283,56,0.5
1284,76,0.5
1285,1055,0.5
1286,12753,0.5
1287,7375,0.5
1288,7377,0.5
1289,7379,0.5
1290,17535,0.5
1291,7463,0.5
1292,7475,0.5
1293,7488,0.5
1294,113,0.5
1295,7505,0.5
1296,7580,0.5
1297,7539,0.5
1298,12729,0.5
1299,7565,0.5
1300,7567,0.5
1301,129,0.5
1302,132,0.5
1303,7573,0.5
1304,142,0.5
1305,7575,0.5
1306,7576,0.5
1307,164,0.5
1308,4792,0.5
1309,166,0.5
1310,4802,0.5
1311,12105,0.5
1312,16306,0.5
1313,7831,0.5
1314,9215,0.5
1315,957,0.5
1316,965,0.5
1317,19678,0.5
1318,9216,0.5
1319,963,0.5
1320,4925,0.5
1321,962,0.5
1322,19676,0.5
1323,9213,0.5
1324,12621,0.5
1325,12628,0.5
1326,7846,0.5
1327,4931,0.5
1328,6622,0.5
1329,956,0.5
1330,18327,0.5
1331,4941,0.5
1332,6550,0.5
1333,12946,0.5
1334,969,0.5
1335,19681,0.5
1336,12635,0.5
1337,6621,0.5
1338,972,0.5
1339,19680,0.5
1340,861,0.48484848484848486
1341,2786,0.4722222222222222
1342,3753,0.4666666666666667
1343,7497,0.4666666666666667
1344,2517,0.4636363636363636
1345,2492,0.4583333333333333
1346,2761,0.4583333333333333
1347,2652,0.45555555555555555
1348,2615,0.45555555555555555
1349,2781,0.4523809523809524
1350,15376,0.45
1351,1108,0.45
1352,6995,0.45
1353,2796,0.45
1354,1086,0.45
1355,8232,0.45
1356,14541,0.45
1357,3267,0.45
1358,2463,0.44642857142857145
1359,804,0.4393939393939394
1360,7994,0.43333333333333335
1361,9929,0.43333333333333335
1362,2788,0.4305555555555556
1363,2512,0.42727272727272725
1364,2465,0.4222222222222222
1365,18932,0.4166666666666667
1366,1685,0.4166666666666667
1367,3170,0.4166666666666667
1368,3169,0.4166666666666667
1369,1663,0.4166666666666667
1370,15800,0.4166666666666667
1371,3203,0.4166666666666667
1372,48,0.4166666666666667
1373,15806,0.4166666666666667
1374,15811,0.4166666666666667
1375,15819,0.4166666666666667
1376,2626,0.4166666666666667
1377,15804,0.4166666666666667
