,betweenness_centrality,vertex
263,0.004748909,14390
264,0.004732904,13417
265,0.004721685,555
266,0.004717249,3010
267,0.004701998,812
268,0.004673278,326
269,0.004647744,17997
270,0.004634603,19034
271,0.004597091,14833
272,0.004592446,5757
273,0.004552835,5109
274,0.004539682,2033
275,0.004524097,4842
276,0.004513225,148
277,0.004485784,3549
278,0.004447627,45
279,0.004430972,8477
280,0.004425206,1716
281,0.004423744,1189
282,0.004421491,4582
283,0.004410919,1535
284,0.00439402,7519
285,0.004386594,6566
286,0.004380794,12502
287,0.004301257,4892
288,0.004297625,5912
289,0.004296401,13928
290,0.004265369,1095
291,0.004259661,16750
292,0.004255947,43
293,0.004246129,9933
294,0.004244457,2820
295,0.004240783,22046
296,0.004220366,4124
297,0.004211137,16538
298,0.004196259,7331
299,0.004190433,2536
300,0.004185263,5276
301,0.004164144,18704
302,0.004095336,1946
303,0.004082776,16294
304,0.004067157,10576
305,0.004062581,3779
306,0.004062247,3772
307,0.004050783,13332
308,0.004003007,873
309,0.003960351,12395
310,0.003955451,874
311,0.003926201,4517
312,0.003913007,14250
313,0.00388744,15430
314,0.003850427,4133
315,0.003849389,4636
316,0.003848731,6624
317,0.003842186,1241
318,0.003838498,2499
319,0.003834108,4242
320,0.003823098,10730
321,0.003796872,16953
322,0.003792883,2195
323,0.003787847,3255
324,0.003770937,15777
325,0.003770785,8237
326,0.003761916,11020
327,0.003756491,4211
328,0.003746239,12031
329,0.003713519,4689
330,0.003707495,3123
331,0.003674912,16998
332,0.00367269,879
333,0.003671285,9083
334,0.003648126,8825
335,0.003644129,17519
336,0.003642264,3638
337,0.003619849,13561
338,0.003618436,4141
339,0.003593306,15636
340,0.003570776,12880
341,0.003570596,8002
342,0.003556622,2173
343,0.003555832,9597
344,0.003553709,15310
345,0.003534931,1871
346,0.003517445,1271
347,0.003511749,6863
348,0.003511407,289
349,0.003508378,7392
350,0.003499939,5254
351,0.003482939,3679
352,0.003479184,11250
353,0.003472254,3434
354,0.003447226,7504
355,0.003431446,1844
356,0.003430434,3703
357,0.003413815,1386
358,0.003407871,7238
359,0.003396264,15492
360,0.003374379,5987
361,0.003362054,10981
362,0.003358443,14947
363,0.003346623,14077
364,0.003345061,3531
365,0.003337705,6795
366,0.003337281,12162
367,0.003330603,5626
368,0.003328533,8727
369,0.003319148,6733
370,0.003313106,5551
371,0.003284174,7401
372,0.003267857,5864
373,0.003253582,103
374,0.003241529,5499
375,0.003241258,19242
376,0.003217075,9815
377,0.003214868,2479
378,0.003206229,11435
379,0.003204449,694
380,0.003203113,16332
381,0.003192115,2497
382,0.003165001,2331
383,0.003161639,14483
384,0.003160045,14544
385,0.003145914,5562
386,0.003143221,2634
387,0.003143011,755
388,0.003139686,4799
389,0.003139576,1081
390,0.003138617,6881
391,0.003138334,10138
392,0.003137222,15244
393,0.003130198,75
394,0.003107086,8304
395,0.003093052,10817
396,0.003093052,10806
397,0.003092457,6557
398,0.003067132,139
399,0.003050328,17387
400,0.003047518,3687
401,0.003041486,12836
402,0.00304077,1307
403,0.003030665,18421
404,0.003025033,10674
405,0.003024695,3650
406,0.003015274,22732
407,0.003012772,22113
408,0.003008378,19426
409,0.002995902,2525
410,0.002993101,551
411,0.002989582,14545
412,0.002986001,2040
413,0.002978883,3169
414,0.002964478,9633
415,0.002939137,3685
416,0.002914098,4780
417,0.002909072,1870
418,0.002905153,10752
419,0.002889877,7494
420,0.002887934,20436
421,0.002861857,12039
422,0.00285891,14232
423,0.002858905,10694
424,0.002839651,1077
425,0.002836397,6511
426,0.002829486,13012
427,0.002828666,1200
428,0.002818411,12614
429,0.002813707,157
430,0.002788603,10983
431,0.002785723,16720
432,0.002775229,15237
433,0.002760118,16672
434,0.00275176,8849
435,0.002746149,3038
436,0.002745071,4825
437,0.002737446,6990
438,0.002721023,19781
439,0.002716842,10154
440,0.002712776,3266
441,0.002695659,19106
442,0.002693223,4206
443,0.002688481,17683
444,0.002683889,13581
445,0.002683579,927
446,0.002682305,11691
447,0.002682172,12290
448,0.0026657,6550
449,0.002663261,5228
450,0.002657813,4606
451,0.002654976,11688
452,0.002651143,1564
453,0.002642154,1952
454,0.002633344,1824
455,0.002630896,16853
456,0.002620732,1414
457,0.002619551,13058
458,0.002613122,20792
459,0.002609958,17143
460,0.002597717,14497
461,0.002586396,6597
462,0.002578237,21476
463,0.00257122,543
464,0.002549306,10236
465,0.002549306,10242
466,0.002534499,94
467,0.002508286,3159
468,0.00250468,2944
469,0.002503491,6442
470,0.002501697,1355
471,0.002494853,1049
472,0.002492276,3020
473,0.002488492,1270
474,0.002488077,21110
475,0.002482476,14169
476,0.002482008,13829
477,0.002473967,6318
478,0.002462717,3190
479,0.002456156,10917
480,0.002450764,15394
481,0.00244843,1302
482,0.002446715,12135
483,0.002439639,7008
484,0.002439011,3960
485,0.00243728,19013
486,0.002410938,14000
487,0.002409122,15761
488,0.002402993,2404
489,0.00239872,3680
490,0.002389447,1838
491,0.002382155,72
492,0.00235428,374
493,0.002351886,10240
494,0.002318131,6317
495,0.002314373,475
496,0.002291519,466
497,0.002289088,6998
498,0.002286098,19695
499,0.002284401,12149
500,0.002284233,3385
501,0.002283339,2191
502,0.00227383,9462
503,0.002263078,713
504,0.002251661,9605
505,0.002239535,4968
506,0.002231555,4207
507,0.002218809,11589
508,0.002215266,6693
509,0.002205836,22491
510,0.002204551,1348
511,0.002188649,549
512,0.002180094,18381
513,0.002179512,20978
514,0.002157566,18618
515,0.002148273,17865
516,0.002144874,3695
517,0.002128258,2636
518,0.002127634,843
519,0.002124186,1327
520,0.002121622,1256
521,0.00212033,4372
522,0.002116801,14438
523,0.00210417,2894
524,0.002078474,4107
525,0.002074892,11277
526,0.002072946,6947
527,0.002067079,17769
528,0.002065905,2515
529,0.002057782,3110
530,0.002052502,882
531,0.002051221,3134
532,0.002044744,20204
533,0.002042368,1505
534,0.002041434,1622
535,0.0020287,13070
536,0.002016685,5709
537,0.00200938,11349
538,0.00200532,1994
539,0.002003434,12314
540,0.001992231,7262
541,0.001990254,19525
542,0.001983532,5615
543,0.001981132,1218
544,0.001976068,5638
545,0.001969533,429
546,0.001960875,1599
547,0.001959674,1298
548,0.001956645,13347
549,0.001952707,3898
550,0.001941222,14247
551,0.001928121,22933
552,0.00192712,14916
553,0.001926145,1136
554,0.001922809,4955
555,0.001921971,13932
556,0.001907409,252
557,0.001900567,2488
558,0.001900316,2501
559,0.001897904,1846
560,0.001882692,23173
561,0.00187922,6885
562,0.001878927,8134
563,0.001878288,12967
564,0.001877389,995
565,0.001877347,4836
566,0.001876266,10011
567,0.001876266,10056
568,0.001871305,176
569,0.001859493,12941
570,0.001854247,7861
571,0.001854247,7860
572,0.001851558,1157
573,0.001846873,1299
574,0.001833584,6774
575,0.001816454,13168
576,0.001814631,1723
577,0.001814631,1711
578,0.001813587,4183
579,0.001809017,6611
580,0.001808566,35
581,0.001797554,3724
582,0.001797549,12949
583,0.001797051,17991
584,0.001793291,13355
585,0.001789355,6340
586,0.001784377,5676
587,0.00178339,553
588,0.001780436,7108
589,0.001780436,7115
590,0.001780436,7112
591,0.001776083,1676
592,0.001771729,10375
593,0.001770797,2860
594,0.001768954,18163
595,0.001761285,5424
596,0.001760015,9592
597,0.001758074,22956
598,0.0017572,2327
599,0.001757067,2544
600,0.001756363,12070
601,0.001755382,21176
602,0.001753712,4660
603,0.001740459,14297
604,0.00173774,464
605,0.001733013,4472
606,0.001723696,1423
607,0.001722868,4291
608,0.001722216,16178
609,0.001720701,7272
610,0.001718182,20485
611,0.001715881,2096
612,0.001709055,7609
613,0.001704724,15195
614,0.001695583,6751
615,0.001689702,17607
616,0.001683465,18916
617,0.001679164,5151
618,0.001678937,779
619,0.001676169,63
620,0.001669948,3957
621,0.001662454,590
622,0.001660377,4143
623,0.001658636,6593
624,0.001655995,13546
625,0.001649476,13212
626,0.001646787,1304
627,0.001643973,1371
628,0.001641643,3220
629,0.00163939,1484
630,0.001637787,17115
631,0.001637016,6182
632,0.001636621,2591
633,0.00163434,1523
634,0.001633513,12812
635,0.001632726,4132
636,0.00162663,11890
637,0.001621349,6264
638,0.001618088,1009
639,0.001616691,18138
640,0.001612988,15949
641,0.001612074,792
642,0.001611807,195
643,0.001600038,2303
644,0.001596623,151
645,0.001595892,21401
646,0.001594816,427
647,0.001572651,179
648,0.001564285,1254
649,0.001559154,20685
650,0.001552533,12807
651,0.001551907,14373
652,0.001551907,16826
653,0.001551907,659
654,0.001551907,11529
655,0.001549436,14846
656,0.001547065,4829
657,0.001543749,1008
658,0.001540005,12340
659,0.001538337,22326
660,0.00153243,5083
661,0.001532289,21197
662,0.001520998,8715
663,0.001510774,9595
664,0.001496583,1246
665,0.001494026,12507
666,0.001491885,12324
667,0.001490873,7333
668,0.001486415,4971
669,0.001485433,3269
670,0.001483286,3766
671,0.001483005,1815
672,0.001480699,18657
673,0.001471075,11436
674,0.001470856,13760
675,0.001470854,2875
676,0.001470854,16823
677,0.001470854,642
678,0.001470854,16800
679,0.001470854,21306
680,0.001470126,8875
681,0.001468359,24
682,0.001464046,1248
683,0.001463361,5529
684,0.001457782,864
685,0.001457502,1073
686,0.001456134,4354
687,0.001438837,6770
688,0.001437544,13687
689,0.001432492,989
690,0.001432152,1140
691,0.001428404,166
692,0.00142701,4294
693,0.001416981,229
694,0.001412216,2050
695,0.001408112,11794
696,0.001401492,16597
697,0.001400894,10597
698,0.001389171,7027
699,0.001377279,6050
700,0.001376531,11662
701,0.001373583,1164
702,0.001373085,2051
703,0.001358031,513
704,0.001355066,3700
705,0.001351527,7728
706,0.001350354,1959
707,0.001350344,14363
708,0.001348078,12389
709,0.001347335,2480
710,0.001346977,563
711,0.001344628,2522
712,0.001343519,134
713,0.001342325,16396
714,0.001342242,20702
715,0.001340365,4428
716,0.001338827,6047
717,0.001335063,2646
718,0.001333432,242
719,0.001329976,219
720,0.001323682,78
721,0.001317874,7884
722,0.001317311,6620
723,0.001315573,774
724,0.001311361,7290
725,0.0013102,1264
726,0.001310043,14372
727,0.001307484,6073
728,0.001307045,3956
729,0.001298976,15929
730,0.001298514,900
731,0.001291747,5662
732,0.001291638,4393
733,0.001289575,9489
734,0.00128762,7567
735,0.001285516,7719
736,0.001275821,4358
737,0.001275264,3672
738,0.001272455,2505
739,0.001272051,11668
740,0.001271498,2278
741,0.001266396,1547
742,0.001265661,1405
743,0.00126235,18545
744,0.001255817,4353
745,0.001253539,594
746,0.001253099,7987
747,0.001252836,13200
748,0.001252624,1309
749,0.001251092,723
750,0.001250282,16
751,0.001241972,1381
752,0.001237429,3568
753,0.001237202,3567
754,0.001228329,9632
755,0.001225823,884
756,0.001225794,3940
757,0.001225794,18142
758,0.00122541,6219
759,0.00122246,434
760,0.001216351,3684
761,0.001208624,3114
762,0.001208606,1395
763,0.001207322,12156
764,0.001206808,16426
765,0.001204346,1031
766,0.001204279,808
767,0.001198716,12534
768,0.001196788,4120
769,0.001195601,4417
770,0.00119327,22539
771,0.001191919,7354
772,0.001191875,2025
773,0.001188308,17990
774,0.001187765,16959
775,0.001187133,156
776,0.001184838,19998
777,0.001184669,12075
778,0.001182782,14901
779,0.001182064,7553
780,0.001181136,610
781,0.001180342,12459
782,0.001177569,16415
783,0.001176103,14264
784,0.001171643,5546
785,0.001170703,11660
786,0.001169676,4365
787,0.001169676,4363
788,0.001168306,110
789,0.001165828,2031
790,0.001162289,1683
791,0.001162086,13690
792,0.001161353,3143
793,0.001158063,17889
794,0.00115423,4800
795,0.001148663,14520
796,0.001146462,23307
797,0.0011441,6206
798,0.001141961,1115
799,0.001140941,10626
800,0.001137218,12300
801,0.001132219,1210
802,0.001126888,7952
803,0.001117184,3141
804,0.001114307,6755
805,0.001113473,7409
806,0.001113258,4931
807,0.001112874,18823
808,0.001112527,1268
809,0.001110546,1880
810,0.001106811,5921
811,0.00110023,3882
812,0.001098032,12590
813,0.001096025,6001
814,0.001094007,3100
815,0.001091863,5665
816,0.001088534,8702
817,0.001085664,4951
818,0.001084233,20669
819,0.001080809,2821
820,0.001078901,18463
821,0.001077554,13019
822,0.001074323,331
823,0.001073213,13243
824,0.001071785,4956
825,0.001062404,19182
826,0.001059375,1288
827,0.001059064,3260
828,0.0010588,6689
829,0.00105524,7783
830,0.00105483,4114
831,0.001053946,6037
832,0.001042428,4160
833,0.001041991,2162
834,0.001041308,15451
835,0.001038503,11865
836,0.001037327,16748
837,0.001031612,16046
838,0.001029848,9553
839,0.001029416,23147
840,0.001028625,102
841,0.001027618,2863
842,0.001026186,1273
843,0.001023792,2824
844,0.001023552,1398
845,0.001021515,1682
846,0.001018201,1830
847,0.001014481,17149
848,0.001011756,10483
849,0.001008188,6068
850,0.001006835,5699
851,0.001000417,1117
852,0.000996748,2512
853,0.000996639,11902
854,0.00099222,542
855,0.000991705,1258
856,0.000988867,4867
857,0.000988541,2560
858,0.000984873,21017
859,0.000980701,23324
860,0.00098046,5214
861,0.000974904,3211
862,0.000973126,17702
863,0.000972902,1326
864,0.000971238,2543
865,0.000968694,1941
866,0.00096773,6396
867,0.000963751,10261
868,0.000960839,1142
869,0.000960075,1958
870,0.000959818,2717
871,0.000957416,11924
872,0.000954578,9572
873,0.000953158,4712
874,0.000952743,2241
875,0.000944526,1731
876,0.000943432,15895
877,0.00093998,12299
878,0.000939883,74
879,0.000933849,12501
880,0.000933718,17983
881,0.00093308,13339
882,0.000932012,6553
883,0.000931334,4987
884,0.000929531,14526
885,0.000928073,5992
886,0.000927751,1066
887,0.000924628,4523
888,0.00092408,11808
889,0.000922288,8899
890,0.000920569,13823
891,0.000917955,180
892,0.000917554,15912
893,0.000915669,14463
894,0.000915452,4718
895,0.000907295,2181
896,0.00090672,3267
897,0.000906002,5565
898,0.000905735,4383
899,0.000905735,4382
900,0.000905735,4378
901,0.000903313,13465
902,0.000901572,8001
903,0.000898998,5894
904,0.000898996,11513
905,0.000898996,8813
906,0.000898795,20401
907,0.000897339,2474
908,0.000895385,16972
909,0.000891086,8594
910,0.000890687,505
911,0.000889113,2420
912,0.000888954,1110
913,0.000884284,4702
914,0.000884225,561
915,0.000879168,13679
916,0.000874354,11235
917,0.000872446,2507
918,0.000865374,4405
919,0.000863629,5240
920,0.000857693,50
921,0.0008537,3678
922,0.000850451,3099
923,0.000845979,8722
924,0.00084192,15924
925,0.000840229,4705
926,0.000832569,1274
927,0.000830606,16946
928,0.000827427,15547
929,0.000822303,3792
930,0.000817289,20309
931,0.000817288,23162
932,0.000817288,4975
933,0.000817211,5003
934,0.000817123,2815
935,0.000817123,9906
936,0.000814293,3644
937,0.000811782,7565
938,0.000811602,3225
939,0.000807359,16495
940,0.000803434,2203
941,0.00080257,663
942,0.000800373,10964
943,0.00079996,1995
944,0.000796701,1835
945,0.00079338,5243
946,0.000793361,10091
947,0.000792568,4192
948,0.000790588,2268
949,0.00079017,4357
950,0.000789642,2935
951,0.000788182,2160
952,0.000787976,1404
953,0.000781876,9235
954,0.000776891,12575
955,0.000776402,4989
956,0.000775919,13774
957,0.000775919,13777
958,0.000773781,4269
959,0.000770349,16382
960,0.000769424,1885
961,0.000767987,1139
962,0.000767648,3539
963,0.000761007,4285
964,0.000758808,13041
965,0.000758239,10635
966,0.000757274,2293
967,0.000756987,21009
968,0.000756846,17795
969,0.000753303,16795
970,0.000751922,14440
971,0.000751922,14418
972,0.000747894,13177
973,0.000744449,11769
974,0.000743674,3652
975,0.000741527,92
976,0.000740076,8299
977,0.000739927,16567
978,0.000739927,16585
979,0.000739471,6053
980,0.000736824,11728
981,0.000735579,20659
982,0.000735577,16443
983,0.000735575,21819
984,0.000735575,2809
985,0.000735575,9904
986,0.000735575,6399
987,0.000735444,1507
988,0.000735444,9522
989,0.000735444,5876
990,0.000735361,14955
991,0.000735262,5344
992,0.000732193,703
993,0.000731388,550
994,0.000729464,15760
995,0.00072847,11544
996,0.000728303,3930
997,0.000726686,5849
998,0.000724406,3263
999,0.000722121,5651
1000,0.00072125,1526
1001,0.000718818,359
1002,0.00071829,11530
1003,0.000717561,8625
1004,0.00071526,969
1005,0.000712875,1297
1006,0.000712409,17950
1007,0.000712409,6467
1008,0.000710989,1914
1009,0.000710047,986
1010,0.000707931,10735
1011,0.00070682,356
1012,0.000705078,739
1013,0.000704489,11116
1014,0.00070346,7727
1015,0.000701257,9610
1016,0.000698938,711
1017,0.000697945,501
1018,0.000696304,10129
1019,0.000696035,5185
1020,0.000695433,1814
1021,0.000689875,11587
1022,0.000688728,19923
1023,0.00068689,10037
1024,0.000686489,4634
1025,0.000684594,13571
1026,0.000680119,6687
1027,0.000679246,13267
1028,0.000677827,1693
1029,0.000676118,15476
1030,0.000675527,8342
1031,0.000674851,1409
1032,0.000673197,11680
1033,0.000671146,12866
1034,0.000670444,3227
1035,0.000669761,19011
1036,0.000664657,14937
1037,0.00066188,11869
1038,0.000661268,17911
1039,0.000655104,9164
1040,0.000654046,7629
1041,0.000653899,20322
1042,0.000653861,15569
1043,0.000653861,6976
1044,0.000653859,6502
1045,0.000653859,7964
1046,0.000653859,9521
1047,0.000653859,84
1048,0.000653757,8344
1049,0.000653757,15513
1050,0.000652478,18658
1051,0.000652478,18662
1052,0.000651254,14956
1053,0.000650583,19850
1054,0.000650088,2298
1055,0.000646261,15198
1056,0.000644771,2468
1057,0.000642621,16298
1058,0.000640162,3243
1059,0.000639586,7463
1060,0.000636194,28
1061,0.000629694,9155
1062,0.000627233,8854
1063,0.000625091,5816
1064,0.000624554,9209
1065,0.000623661,10947
1066,0.000623051,1582
1067,0.000621481,2462
1068,0.000619879,1160
1069,0.000616278,4628
1070,0.000615192,5076
1071,0.000613678,1905
1072,0.00061347,2493
1073,0.000613072,3640
1074,0.000611411,5612
1075,0.000609831,11528
1076,0.000609009,10357
1077,0.00060872,4735
1078,0.000607597,6642
1079,0.000605533,11055
1080,0.000603348,3754
1081,0.000602931,662
1082,0.000601618,18973
1083,0.00059762,1812
1084,0.000595909,4880
1085,0.000594932,11147
1086,0.000591171,161
1087,0.000590966,15012
1088,0.000588814,15790
1089,0.00058833,2405
1090,0.00058769,1127
1091,0.000586808,4850
1092,0.000586603,13214
1093,0.000583815,1019
1094,0.000583482,2475
1095,0.000583202,4339
1096,0.000583202,4340
1097,0.000583202,4342
1098,0.000583202,4341
1099,0.00058216,1102
1100,0.00058175,9078
1101,0.000580964,2509
1102,0.000580793,1213
1103,0.0005806,1979
1104,0.000580468,1909
1105,0.000580429,1662
1106,0.000580243,2562
1107,0.000579646,13559
1108,0.000575629,5097
1109,0.000574709,2504
1110,0.000573841,6920
1111,0.000572475,20196
1112,0.000572182,5334
1113,0.00057214,8343
1114,0.00057214,17975
1115,0.00057214,4122
1116,0.00057214,2039
1117,0.00057214,14392
1118,0.00057214,13457
1119,0.000572063,7388
1120,0.000572063,13455
1121,0.000570968,7183
1122,0.000570968,7169
1123,0.000570968,7170
1124,0.000570968,7198
1125,0.000570968,7129
1126,0.000570968,7250
1127,0.000568748,5449
1128,0.000560877,891
1129,0.000559681,3240
1130,0.000559218,8308
1131,0.000556216,407
1132,0.000555924,7442
1133,0.000555906,11667
1134,0.00055531,460
1135,0.000554844,920
1136,0.000553179,17689
1137,0.000553015,5611
1138,0.000552333,2517
1139,0.000551424,15608
1140,0.000550183,6415
1141,0.00054692,6839
1142,0.000546251,3931
1143,0.000545477,1728
1144,0.000543133,15190
1145,0.00053905,8181
1146,0.000538933,7562
1147,0.000537073,1294
1148,0.000536886,1011
1149,0.000535437,4613
1150,0.000535022,1394
1151,0.000533054,3119
1152,0.000530277,4997
1153,0.000529856,7448
1154,0.0005291,3104
1155,0.000528177,2654
1156,0.000526538,522
1157,0.000526386,6644
1158,0.000525179,1407
1159,0.000524583,14240
1160,0.000524075,14624
1161,0.000523194,18572
1162,0.000522008,6038
1163,0.000521327,2120
1164,0.000519427,3681
1165,0.000518903,12600
1166,0.000516398,2519
1167,0.000516273,16618
1168,0.00051623,12473
1169,0.000514842,4691
1170,0.000513541,1231
1171,0.000512479,1727
1172,0.000511781,6677
1173,0.000510708,144
1174,0.000508262,5520
1175,0.000508262,5502
1176,0.000507664,10969
1177,0.000507095,7355
1178,0.000506153,3677
1179,0.000504873,20035
1180,0.000504209,1816
1181,0.000503915,20491
1182,0.000502905,13118
1183,0.000502781,382
1184,0.000502747,11959
1185,0.000502534,2129
1186,0.000501537,10629
1187,0.000501319,1525
1188,0.000500262,6196
1189,0.000498949,9915
1190,0.000498522,18456
1191,0.000498042,7067
1192,0.000495819,18404
1193,0.000494614,11276
1194,0.000492832,1887
1195,0.000492799,7823
1196,0.00049272,8847
1197,0.000492288,559
1198,0.000491923,1147
1199,0.000490417,4725
1200,0.000490417,18561
1201,0.000490417,20423
1202,0.000490417,16296
1203,0.000490417,14883
1204,0.000490417,4998
1205,0.000490417,19483
1206,0.000490362,17764
1207,0.000489834,16179
1208,0.000489253,76
1209,0.000488972,21970
1210,0.000485638,13925
1211,0.000484441,14499
1212,0.000484204,2514
1213,0.000482222,16794
1214,0.000480872,698
1215,0.000478379,1678
1216,0.000477968,3108
1217,0.000477788,1093
1218,0.000476696,777
1219,0.000476613,5847
1220,0.000475582,149
1221,0.000472634,5774
1222,0.00047068,4210
1223,0.000469642,14368
1224,0.000469397,425
1225,0.000468851,6840
1226,0.000468791,15541
1227,0.000468705,22306
1228,0.000467882,552
1229,0.000466331,9578
1230,0.000466114,4813
1231,0.000462137,7973
1232,0.000461436,18495
1233,0.000460551,3782
1234,0.000460551,3776
1235,0.000460438,6521
1236,0.000459454,2763
1237,0.000458334,8256
1238,0.000457731,12026
1239,0.000457716,79
1240,0.000456347,335
1241,0.000455923,14591
1242,0.000455579,3881
1243,0.000455451,4261
1244,0.000455402,9283
1245,0.00045467,859
1246,0.000454287,3202
1247,0.000454212,19
1248,0.000453994,7749
1249,0.000453835,3396
1250,0.000451234,8575
1251,0.000449611,5121
1252,0.000449401,4452
1253,0.000449135,1940
1254,0.000449109,3223
1255,0.000448523,530
1256,0.000446999,2490
1257,0.000446918,4612
1258,0.000446798,6513
1259,0.000444014,5827
