,Node,eigenvector_centrality
163,6480,0.02358615689318377
164,6481,0.02358615689318377
165,6483,0.02358615689318377
166,6484,0.02358615689318377
167,6485,0.02358615689318377
168,6487,0.02358615689318377
169,6488,0.02358615689318377
170,6489,0.02358615689318377
171,6491,0.02358615689318377
172,6493,0.02358615689318377
173,6494,0.02358615689318377
174,6495,0.02358615689318377
175,6496,0.02358615689318377
176,6497,0.02358615689318377
177,6498,0.02358615689318377
178,6499,0.02358615689318377
179,6500,0.02358615689318377
180,1923,0.02358615689318377
181,1930,0.02358615689318377
182,6468,0.02358615689318377
183,4302,0.02358615689318377
184,6464,0.02358615689318377
185,6452,0.02358615689318377
186,6461,0.02358615689318377
187,6445,0.02358615689318377
188,6446,0.02358615689318377
189,6447,0.02358615689318377
190,6448,0.02358615689318377
191,6449,0.02358615689318377
192,6450,0.02358615689318377
193,6451,0.02358615689318377
194,6453,0.02358615689318377
195,6454,0.02358615689318377
196,6455,0.02358615689318377
197,6457,0.02358615689318377
198,6458,0.02358615689318377
199,6459,0.02358615689318377
200,6460,0.02358615689318377
201,2462,0.022964873293156395
202,1394,0.021467322852429267
203,2465,0.020944028299125245
204,1240,0.02046691597821148
205,2500,0.020411758201953786
206,13001,0.020386839460345446
207,2467,0.020320137897881178
208,2476,0.020316635117853102
209,2513,0.020190277312823617
210,1400,0.020102593005086437
211,1401,0.020102593005086437
212,1403,0.019887997858179417
213,12505,0.019859308549335503
214,4124,0.019553878717407838
215,12503,0.019451743571466912
216,6147,0.019328304042715162
217,4293,0.01932730904049223
218,12995,0.01932730623937154
219,12996,0.01932730623937154
220,12999,0.01932730623937154
221,4890,0.01932730623937154
222,2559,0.01932730623937154
223,12998,0.01932730623937154
224,12997,0.01932730623937154
225,8631,0.01932730623937154
226,13000,0.01932730623937154
227,12994,0.01932730623937154
228,16375,0.019282590778266107
229,3017,0.01906836046977623
230,3014,0.01906836046977623
231,2480,0.018975229409879696
232,2488,0.018941745705323507
233,2463,0.018750118395807928
234,2506,0.01838225540343504
235,555,0.01795102103881371
236,12504,0.01776481716922087
237,1405,0.017537743698418328
238,12501,0.0175168526087045
239,2505,0.017452843043786127
240,5024,0.01738728576401045
241,761,0.017219518633785177
242,1269,0.017219397721363536
243,2492,0.017101688211387737
244,981,0.016843573103826375
245,12500,0.016602239592989485
246,1404,0.016224867622047213
247,2501,0.01616714972499073
248,2464,0.01606773120178805
249,10941,0.015759945409016454
250,9637,0.0154841855105071
251,3977,0.015279884113121386
252,3974,0.015279882034732958
253,3971,0.015279882034732958
254,3969,0.015279882034732958
255,3976,0.015279882034732958
256,3968,0.015279882034732958
257,3967,0.015279882034732958
258,3966,0.015279882034732958
259,3965,0.015279882034732958
260,3963,0.015279882034732958
261,3961,0.015279882034732958
262,3964,0.015279882034732958
263,1406,0.01516354488820094
264,1393,0.015064126364998263
265,2490,0.014975232803391443
266,2508,0.014899681042077277
267,19937,0.014524212489825886
268,19933,0.014524212489825886
269,19938,0.014524212489825886
270,19934,0.014524212489825886
271,19943,0.014524212489825886
272,19944,0.014524212489825886
273,19939,0.014524212489825886
274,19941,0.014524212489825886
275,19942,0.014524212489825886
276,19940,0.014524212489825886
277,19936,0.014524212489825886
278,19932,0.014524212489825886
279,19931,0.014524212489825886
280,19930,0.014524212489825886
281,19929,0.014524212489825886
282,19935,0.014524212489825886
283,19928,0.014524212489825886
284,2460,0.014391035575924914
285,1385,0.013936645172676473
286,2504,0.012803258728230288
287,14485,0.012701378643743499
288,12569,0.012648667224797494
289,2503,0.01227103364983846
290,5892,0.011740658015011821
291,2486,0.011587318710078098
292,14484,0.010961740822551445
293,4283,0.010900156416611146
294,10943,0.010824637749917371
295,12502,0.01044122660949782
296,18449,0.010089672538332073
297,18454,0.010089672538332073
298,18452,0.010089672538332073
299,18451,0.010089672538332073
300,18450,0.010089672538332073
301,14482,0.00946267859582729
302,10376,0.009364303151302234
303,16376,0.009192918239934036
304,2489,0.008445697228612622
305,2478,0.008229099676793514
306,14483,0.008168645306270959
307,4281,0.008079212214408785
308,10748,0.008006681903825134
309,10750,0.008006681903825134
310,10749,0.008006681903825134
311,5065,0.007875686036783597
312,7571,0.007833605845476417
313,12575,0.00727860735238913
314,1245,0.0070380317579212355
315,2510,0.006966177616513789
316,7581,0.0068916855030632515
317,9176,0.0068916855030632515
318,7579,0.0068916855030632515
319,7580,0.0068916855030632515
320,7573,0.0068916855030632515
321,7575,0.0068916855030632515
322,7576,0.0068916855030632515
323,7578,0.0068916855030632515
324,7565,0.0068916855030632515
325,7567,0.0068916855030632515
326,10368,0.006734627376228353
327,14493,0.006687920271971677
328,11213,0.006677835380774006
329,10366,0.0065897071709694515
330,14487,0.006026315207701242
331,9196,0.005949765160650089
332,9190,0.005949765160650089
333,9191,0.005949765160650089
334,9192,0.005949765160650089
335,9193,0.005949765160650089
336,9194,0.005949765160650089
337,9195,0.005949765160650089
338,9171,0.005949765160650089
339,9175,0.005949765160650089
340,9199,0.005949765160650089
341,9189,0.005949765160650089
342,9198,0.005949765160650089
343,9197,0.005949765160650089
344,9170,0.005949765160650089
345,4266,0.005949765160650089
346,7564,0.005949765160650089
347,9206,0.005949765160650089
348,9188,0.005949765160650089
349,9172,0.005949765160650089
350,9187,0.005949765160650089
351,9177,0.005949765160650089
352,9178,0.005949765160650089
353,9207,0.005949765160650089
354,9179,0.005949765160650089
355,9203,0.005949765160650089
356,9181,0.005949765160650089
357,9182,0.005949765160650089
358,9183,0.005949765160650089
359,9184,0.005949765160650089
360,9185,0.005949765160650089
361,9202,0.005949765160650089
362,9201,0.005949765160650089
363,9200,0.005949765160650089
364,9174,0.005949765160650089
365,9204,0.005949765160650089
366,9173,0.005949765160650089
367,9186,0.005949765160650089
368,9205,0.005949765160650089
369,14486,0.0058683758229900835
370,9714,0.00535967509941705
371,12827,0.005136581675288424
372,7075,0.005074263069076588
373,2498,0.0050539332975968665
374,2517,0.004878027961886819
375,7724,0.0048627632487812135
376,10360,0.004587424577167714
377,10375,0.004587424577167714
378,8307,0.004587424577167714
379,7720,0.0045338140874634945
380,7719,0.0045338140874634945
381,16971,0.0044880060539650365
382,7726,0.004461172720990795
383,16789,0.00429275291239466
384,1382,0.004273658207056935
385,7725,0.004148322028850422
386,7715,0.004148322028850422
387,2194,0.004130252588915738
388,1258,0.004092078811187468
389,6027,0.0040686292698891135
390,8180,0.004059449919098251
391,1242,0.004048442227527537
392,2473,0.004018972337335447
393,10374,0.003960031395895573
394,10372,0.003960031395895573
395,10370,0.003960031395895573
396,4277,0.003951859086826094
397,17629,0.003860612872692895
398,2925,0.003860612872692895
399,183,0.003814631371874377
400,7994,0.003706586752574396
401,7721,0.003657091046690549
402,9652,0.0035438966742851225
403,7722,0.0035172930124814975
404,10361,0.0035014076848076006
405,10358,0.003356487479548698
406,1270,0.003246512979926964
407,12017,0.003233219691420753
408,9720,0.003233219691420753
409,2475,0.0031526094742025034
410,8236,0.0031459584980879996
411,2496,0.0030107181290595815
412,2511,0.0029815685137320916
413,1297,0.002976880819538061
414,7717,0.0029676182867074724
415,2483,0.0029498272632506864
416,873,0.002791553874831885
417,330,0.00277459878145347
418,5366,0.00277459598033278
419,14491,0.00277459598033278
420,14489,0.00277459598033278
421,14490,0.00277459598033278
422,4107,0.00277459598033278
423,14492,0.00277459598033278
424,14494,0.00277459598033278
425,4126,0.00277459598033278
426,14488,0.00277459598033278
427,19995,0.0027643735508643
428,17698,0.0027643735508643
429,1287,0.002738323798051313
430,896,0.0026712848013054576
431,2466,0.0026403929166347096
432,1257,0.002583872390552665
433,7723,0.002532630522210553
434,1272,0.0025279035893512433
435,7718,0.002511231024080017
436,1293,0.0024728719392954853
437,2509,0.002378753039346074
438,2474,0.002378753039346074
439,878,0.0023506345777492476
440,2502,0.002338010684247545
441,2494,0.002279338314681749
442,883,0.0022793373172640863
443,2470,0.0022793365945318242
444,147,0.0022793345161434488
445,2495,0.0022793345161434006
446,2499,0.002279334516143396
447,2507,0.002279334516143396
448,2481,0.002279334516143396
449,2482,0.002279334516143396
450,2484,0.002279334516143396
451,895,0.002279334516143396
452,2472,0.002279334516143396
453,2485,0.002279334516143396
454,2477,0.002279334516143396
455,2471,0.002279334516143396
456,2469,0.002279334516143396
457,2497,0.002279334516143396
458,2468,0.002279334516143396
459,890,0.002279334516143396
460,2491,0.002279334516143396
461,1843,0.0022381914036725017
462,8232,0.002184901282535177
463,668,0.001995142952223411
464,10975,0.00195682936544641
465,7997,0.0019512934212747202
466,1283,0.0018436201770031674
467,2190,0.0017549248539633058
468,10966,0.0017431660062591507
469,7995,0.0017431660062591507
470,16781,0.0017396378211920512
471,16779,0.0017396378211920512
472,10974,0.0016070795468514573
473,12574,0.0015693163248059955
474,16780,0.001482805482230509
475,13700,0.001482805482230503
476,7988,0.0014686743989032584
477,10365,0.001354204885746962
478,7716,0.0013484114148154898
479,3122,0.0013410061130490437
480,16714,0.0013007801569409466
481,14495,0.0012940332895563338
482,9740,0.0012940332895563338
483,10359,0.0012801980050502037
484,21034,0.0012547863625442836
485,4996,0.0012283213966901776
486,1235,0.0012249146952240124
487,4954,0.001223148500367423
488,4955,0.0011970222401015119
489,244,0.0011724392364095221
490,10950,0.0011720917823545385
491,2126,0.0011493405598601107
492,10959,0.0011244605244799955
493,10955,0.0011244605244799955
494,10972,0.0011244605244799955
495,10976,0.0011244605244799955
496,10971,0.0011244605244799955
497,10969,0.0011244605244799955
498,11612,0.0010732186561378837
499,11613,0.0010732186561378837
500,13570,0.0010688312340612091
501,3140,0.0010652016440681868
502,5045,0.0010610450069709226
503,8234,0.001060440758055181
504,1361,0.001059819726813319
505,7400,0.001059732563588489
506,1714,0.0010597005345407418
507,891,0.0010595333667487118
508,1368,0.001059533220976683
509,6046,0.0010595332209740569
510,3107,0.0010595332209739413
511,4957,0.00105953322097394
512,16787,0.001059533220973922
513,5132,0.0010595332209739127
514,10020,0.0010595332209739068
515,16782,0.0010595332209739068
516,16783,0.0010595332209739068
517,16791,0.0010595332209739068
518,16790,0.0010595332209739068
519,16794,0.0010595332209739068
520,16788,0.0010595332209739068
521,16786,0.0010595332209739068
522,16785,0.0010595332209739068
523,16784,0.0010595332209739068
524,16792,0.0010595332209739068
525,16793,0.0010595332209739068
526,4828,0.0010595332209739068
527,16778,0.0010595332209739068
528,16777,0.0010595332209739068
529,16776,0.0010595332209739068
530,2542,0.0010595332209739068
531,11611,0.0010255873982633408
532,6754,0.0009472043220647131
533,7566,0.0009419231435338537
534,13890,0.0009419203424131682
535,13891,0.0009419203424131635
536,7574,0.0009419203424131635
537,711,0.0009419203424131635
538,13893,0.0009419203424131635
539,7568,0.0009419203424131635
540,13892,0.0009419203424131635
541,7569,0.0009419203424131635
542,7570,0.0009419203424131635
543,7577,0.0009419203424131635
544,7572,0.0009419203424131635
545,1247,0.0009000233852223322
546,10965,0.0008976001749986964
547,10963,0.0008976001749986733
548,6070,0.0008962484506347549
549,7998,0.0008895009388556477
550,8000,0.0008767230407729451
551,12592,0.0008006048620196538
552,16687,0.0008006048620196538
553,16688,0.0008006048620196538
554,77,0.0007855757899082362
555,7503,0.0007847396614803
556,20850,0.0007847375830918712
557,20851,0.0007847375830918712
558,20848,0.0007847375830918712
559,20849,0.0007847375830918712
560,4132,0.0007314148140699343
561,4140,0.0007314148140699326
562,66,0.0007268996218041995
563,64,0.0007268996218041957
564,71,0.0007268996218041642
565,9669,0.0007268117044748202
566,10364,0.0007268117044748202
567,10371,0.0007268117044748202
568,10367,0.0007268117044748202
569,10357,0.0007268117044748202
570,10363,0.0007268117044748202
571,80,0.0007142757283023465
572,15099,0.000711053603973151
573,16975,0.000711053603973151
574,16980,0.000711053603973151
575,16974,0.000711053603973151
576,16973,0.000711053603973151
577,16972,0.000711053603973151
578,16976,0.000711053603973151
579,16977,0.000711053603973151
580,16979,0.000711053603973151
581,16978,0.000711053603973151
582,2136,0.0007076052835840845
583,10961,0.0007076052835840345
584,17416,0.0006801046002181446
585,17415,0.0006801046002181446
586,17417,0.0006801046002181446
587,11498,0.0006715283946486289
588,79,0.0006555995601981847
589,559,0.0006538404713194504
590,5783,0.0006273949014222351
591,21038,0.0006273931812721418
592,21037,0.0006273931812721418
593,21036,0.0006273931812721418
594,21035,0.0006273931812721418
595,21032,0.0006273931812721418
596,21033,0.0006273931812721418
597,21057,0.0006273931812721418
598,21059,0.0006273931812721418
599,21060,0.0006273931812721418
600,21058,0.0006273931812721418
601,21041,0.0006273931812721418
602,21066,0.0006273931812721418
603,21061,0.0006273931812721418
604,21062,0.0006273931812721418
605,21043,0.0006273931812721418
606,21044,0.0006273931812721418
607,21040,0.0006273931812721418
608,7441,0.0006273931812721418
609,4119,0.0006273931812721418
610,10356,0.0006273931812721418
611,21045,0.0006273931812721418
612,876,0.0006273931812721418
613,22111,0.0006273931812721418
614,21039,0.0006273931812721418
615,21067,0.0006273931812721418
616,21042,0.0006273931812721418
617,21065,0.0006273931812721418
618,21064,0.0006273931812721418
619,21063,0.0006273931812721418
620,21056,0.0006273931812721418
621,21049,0.0006273931812721418
622,21051,0.0006273931812721418
623,21053,0.0006273931812721418
624,21052,0.0006273931812721418
625,21048,0.0006273931812721418
626,21050,0.0006273931812721418
627,21047,0.0006273931812721418
628,21046,0.0006273931812721418
629,9632,0.0006273931812721418
630,552,0.0006273931812721418
631,21055,0.0006273931812721418
632,21054,0.0006273931812721418
633,1076,0.0006239546316324237
634,9552,0.000623952553243995
635,4605,0.0006188710751935857
636,1303,0.0006188452054746014
637,15898,0.0006187054817791551
638,15900,0.0006187054817791551
639,15896,0.0006187054817791551
640,15899,0.0006187054817791551
641,15906,0.0006187054817791551
642,15901,0.0006187054817791551
643,15902,0.0006187054817791551
644,15904,0.0006187054817791551
645,15905,0.0006187054817791551
646,15907,0.0006187054817791551
647,15908,0.0006187054817791551
648,15909,0.0006187054817791551
649,13436,0.0006187054817791551
650,7996,0.0006187054817791551
651,14151,0.0006187054817791551
652,15903,0.0006187054817791551
653,15897,0.0006187054817791551
654,15895,0.0006187054817791551
655,15889,0.0006187054817791551
656,15892,0.0006187054817791551
657,1292,0.0006187054817791551
658,15893,0.0006187054817791551
659,561,0.0006187054817791551
660,15894,0.0006187054817791551
661,1256,0.0006187054817791551
662,15890,0.0006187054817791551
663,15891,0.0006187054817791551
664,10968,0.000614397423406656
665,2123,0.0006143974234066058
666,2521,0.000612062468679635
667,11659,0.0006086655204752233
668,12030,0.0006086655204727413
669,12026,0.0006086655204727406
670,12025,0.0006086655204727406
671,12023,0.000595470432558068
672,62,0.0005945130094179833
673,16697,0.0005710742239046121
674,16698,0.0005710742239046121
675,16704,0.0005710742239046121
676,16699,0.0005710742239046121
677,16696,0.0005710742239046121
678,16711,0.0005710742239046121
679,16700,0.0005710742239046121
680,16701,0.0005710742239046121
681,16710,0.0005710742239046121
682,16709,0.0005710742239046121
683,16702,0.0005710742239046121
684,16705,0.0005710742239046121
685,16708,0.0005710742239046121
686,12342,0.0005710742239046121
687,14172,0.0005710742239046121
688,14170,0.0005710742239046121
689,16706,0.0005710742239046121
690,16694,0.0005710742239046121
691,16707,0.0005710742239046121
692,16695,0.0005710742239046121
693,16703,0.0005710742239046121
694,16718,0.0005710742239046121
695,1252,0.0005710742239046121
696,6036,0.0005710742239046121
697,16712,0.0005710742239046121
698,170,0.0005710742239046121
699,1218,0.0005710742239046121
700,1255,0.0005710742239046121
701,16713,0.0005710742239046121
702,1210,0.0005710742239046121
703,16715,0.0005710742239046121
704,16717,0.0005710742239046121
705,16716,0.0005710742239046121
706,10958,0.0005636752393500906
707,2134,0.000553386300575582
708,2523,0.0005533863005754732
709,10956,0.0005533863005754692
710,2121,0.0005533863005754607
711,2132,0.0005533863005754337
712,10946,0.0005533863005754337
713,10949,0.0005533863005754337
714,10953,0.0005533863005754106
715,10944,0.0005533863005754106
716,10951,0.0005533863005754106
717,10960,0.0005533863005753835
718,10945,0.0005533863005753835
719,10947,0.0005533863005753835
720,10957,0.0005533863005753835
721,10954,0.0005533863005753835
722,10967,0.0005533863005753835
723,10952,0.0005533863005753835
724,10948,0.0005533863005753835
725,2135,0.0005533863005753835
726,10962,0.0005533863005753835
727,10942,0.0005533863005753835
728,1249,0.0005533863005753835
729,10978,0.0005533863005753835
730,2189,0.0005533863005753835
731,9571,0.0005533863005753835
732,10964,0.0005533863005753835
733,10979,0.0005533863005753835
734,10977,0.0005533863005753835
735,10973,0.0005533863005753835
736,10970,0.0005533863005753835
737,11553,0.0005471787656848449
738,1869,0.0005359521125435484
739,12029,0.0005254116454824668
740,12024,0.0005254116454824668
741,12019,0.0005254116454824668
742,12028,0.0005254116454824668
743,557,0.0005122165575677941
744,1248,0.0005122165575677941
745,7383,0.0005122165575677941
746,12020,0.0005122165575677941
747,12018,0.0005122165575677941
748,12021,0.0005122165575677941
749,12022,0.0005122165575677941
750,12027,0.0005122165575677941
751,12031,0.0005122165575677941
752,12032,0.0005122165575677941
753,12033,0.0005122165575677941
754,6746,0.0005122165575677941
755,8231,0.0005004114443801754
756,1262,0.0005004114443801754
757,11055,0.0004903566527777918
758,11058,0.0004903566527777918
759,11549,0.0004723379493682911
760,22176,0.0004723379493682911
761,1898,0.00045523268380603097
762,1951,0.0004545186405198395
763,3902,0.0004545131743587287
764,6751,0.0004545131743587287
765,11610,0.0004545131743587287
766,560,0.0004545131743587287
767,11614,0.0004545131743587287
768,8239,0.00044173527627605315
769,8237,0.0004417352762760386
770,8235,0.0004417352762760261
771,8238,0.0004417352762760261
772,8233,0.0004417352762760261
773,8240,0.0004417352762760261
774,1204,0.0004349877644969815
775,22625,0.0004349877644969189
776,1390,0.0004349877644969189
777,5563,0.0004325702743438986
778,8893,0.0004290325816827652
779,11572,0.0004290325816827652
780,11985,0.0004290325816827652
781,11995,0.0004290325816827652
782,11901,0.0004290325816827652
783,11997,0.0004290325816827652
784,11885,0.0004290325816827652
785,11865,0.0004290325816827652
786,3980,0.0004290325816827652
787,8881,0.0004290325816827652
788,13545,0.0004234716038711785
789,620,0.00042339317368182363
790,12289,0.0004233931736816382
791,18915,0.00042339317368156245
792,14372,0.0004232750623772864
793,11309,0.0004232736323100743
794,11285,0.0004232736323100743
795,11283,0.00042327363231007355
796,11287,0.00042327363231007355
797,11333,0.00042327363231007355
798,3677,0.000423272261256653
799,21969,0.000423272261256605
800,3682,0.00042327226125659696
801,22109,0.0004232722612565962
802,22095,0.0004232722612565962
803,22104,0.0004232722612565962
804,22110,0.0004232722612565962
805,22094,0.0004232722612565962
806,5125,0.0004232722612565962
807,13117,0.0004232722612565962
808,22096,0.0004232722612565962
809,22099,0.0004232722612565962
810,22097,0.0004232722612565962
811,22098,0.0004232722612565962
812,22108,0.0004232722612565962
813,22100,0.0004232722612565962
814,22107,0.0004232722612565962
815,22101,0.0004232722612565962
816,22102,0.0004232722612565962
817,22103,0.0004232722612565962
818,7559,0.0004232722612565962
819,6552,0.0004232722612565962
820,22106,0.0004232722612565962
821,22105,0.0004232722612565962
822,11054,0.0004232722612565962
823,20846,0.0004232722612565962
824,17860,0.00038355150149328856
825,250,0.0003796544266659182
826,9921,0.0003720963765311431
827,550,0.00037186819957563203
828,11425,0.00037036331810095803
829,4131,0.0003703618797397267
830,14369,0.00037035921469930614
831,12323,0.00037035921469930614
832,3919,0.00037035849196709477
833,3168,0.000370358133734691
834,1986,0.0003703564135854748
835,1007,0.00037035641358472296
836,1974,0.00037035641358472296
837,1217,0.00037035641358204536
838,16278,0.0003703564135786206
839,8876,0.0003703564135786206
840,11568,0.0003703564135786159
841,10428,0.0003703564135786159
842,17861,0.0003703564135786159
843,17862,0.0003703564135786159
844,5889,0.0003703564135786159
845,8875,0.0003703564135786159
846,3979,0.0003703564135786159
847,17816,0.0003703564135786159
848,5842,0.0003703564135786159
849,5785,0.0003703564135786159
850,17818,0.0003703564135786159
851,5355,0.0003703564135786159
852,5884,0.0003703564135786159
853,17826,0.0003703564135786159
854,8884,0.0003703564135786159
855,11823,0.0003703564135786159
856,294,0.0003703564135786159
857,13329,0.0003703564135786159
858,8887,0.0003703564135786159
859,6583,0.0003703564135786159
860,8889,0.0003703564135786159
861,17817,0.0003703564135786159
862,17825,0.0003703564135786159
863,17837,0.0003703564135786159
864,17852,0.0003703564135786159
865,17831,0.0003703564135786159
866,17859,0.0003703564135786159
867,17858,0.0003703564135786159
868,17845,0.0003703564135786159
869,17846,0.0003703564135786159
870,17857,0.0003703564135786159
871,17832,0.0003703564135786159
872,17856,0.0003703564135786159
873,17847,0.0003703564135786159
874,693,0.0003703564135786159
875,17851,0.0003703564135786159
876,17848,0.0003703564135786159
877,17855,0.0003703564135786159
878,17850,0.0003703564135786159
879,17849,0.0003703564135786159
880,17819,0.0003703564135786159
881,17821,0.0003703564135786159
882,17822,0.0003703564135786159
883,17853,0.0003703564135786159
884,17844,0.0003703564135786159
885,17833,0.0003703564135786159
886,17829,0.0003703564135786159
887,17827,0.0003703564135786159
888,17830,0.0003703564135786159
889,17841,0.0003703564135786159
890,17838,0.0003703564135786159
891,17824,0.0003703564135786159
892,17839,0.0003703564135786159
893,4145,0.0003703564135786159
894,17840,0.0003703564135786159
895,17828,0.0003703564135786159
896,17836,0.0003703564135786159
897,17823,0.0003703564135786159
898,17820,0.0003703564135786159
899,17834,0.0003703564135786159
900,17854,0.0003703564135786159
901,17842,0.0003703564135786159
902,4138,0.0003703564135786159
903,17835,0.0003703564135786159
904,17843,0.0003703564135786159
905,5979,0.0003610612016120038
906,5980,0.0003610612016120038
907,5978,0.00036105840049131593
908,5975,0.00036105840049131365
909,5982,0.00036105840049131365
910,5985,0.00036105840049131365
911,5981,0.00036105840049131365
912,5984,0.00036105840049131365
913,5983,0.00036105840049131365
914,5976,0.00036105840049131365
915,5977,0.00036105840049131365
916,366,0.0003442138744232628
917,19996,0.0003442138744232628
918,74,0.0003017902105610293
919,69,0.0003017902105610293
920,15115,0.00028146594497407393
921,11490,0.0002683422133943672
922,63,0.00025113997408115845
923,73,0.00023218948933296542
924,75,0.0002219005505581852
925,65,0.0002139465665104656
926,68,0.00020592063488618717
927,9648,0.0001988370464053569
928,1525,0.00018578164896911227
929,1522,0.00018578164896911227
930,1526,0.0001857816489691076
931,1523,0.0001857816489691076
932,1521,0.0001857816489691076
933,1527,0.0001857816489691076
934,1524,0.0001857816489691076
935,70,0.00017351332122865335
936,78,0.0001711783665016805
937,1935,0.0001690275183710363
938,6384,0.0001690275183710332
939,1726,0.00016890872626208525
940,6424,0.00016882628528404968
941,6030,0.0001687878138370585
942,1957,0.00016878781383704712
943,1964,0.00016878781383704636
944,1013,0.00016878781383704327
945,1955,0.00016878781383704327
946,22928,0.00016878781383704327
947,22926,0.00016878781383704327
948,1952,0.00016878781383704327
949,22931,0.00016878781383704327
950,22930,0.00016878781383704327
951,22929,0.00016878781383704327
952,9613,0.00016878781383704327
953,2305,0.00016878781383704327
954,22927,0.00016878781383704327
955,3838,0.00016788804265038695
956,2543,0.00016788804265035044
957,21274,0.00016788804265035044
958,21891,0.00016788804265035044
959,21890,0.00016788804265035044
960,21889,0.00016788804265035044
961,21888,0.00016788804265035044
962,21277,0.00016788804265035044
963,21276,0.00016788804265035044
964,21275,0.00016788804265035044
965,6747,0.00016788804265035044
966,3264,0.00016477586488073166
967,72,0.00016322438245397334
968,76,0.0001608894277269504
969,4810,0.00015648753573179784
