,katz_centrality,vertex
224,0.032271232,5161
225,0.032070135,7519
226,0.031934193,6615
227,0.031804152,13561
228,0.031711352,5626
229,0.031638895,3283
230,0.031591077,11217
231,0.0315557,10138
232,0.031484374,12162
233,0.031447041,13417
234,0.031273868,16294
235,0.031261649,8849
236,0.030918685,10576
237,0.030876018,10982
238,0.030807884,5109
239,0.030787228,11589
240,0.030667452,24
241,0.030503122,4636
242,0.030286733,10730
243,0.030203971,17657
244,0.030195417,5424
245,0.030126807,14544
246,0.030108468,10981
247,0.030070879,808
248,0.02999517,7884
249,0.029970077,6442
250,0.029891968,8275
251,0.029477143,6260
252,0.029359735,9597
253,0.029337207,6863
254,0.0292866,6795
255,0.029280074,5289
256,0.02926517,15430
257,0.02917432,16750
258,0.029169073,2506
259,0.029146927,10357
260,0.028800771,11691
261,0.02870584,4799
262,0.028648893,12880
263,0.028613676,14545
264,0.028612887,4171
265,0.028612031,16998
266,0.02860771,4211
267,0.02847393,6997
268,0.028289686,804
269,0.028216898,6550
270,0.028072624,3531
271,0.02751487,6841
272,0.027453052,11435
273,0.02741023,1200
274,0.027399165,12156
275,0.027233292,8847
276,0.027232282,75
277,0.027212195,16720
278,0.027192971,13829
279,0.027155974,19787
280,0.027047446,4337
281,0.027038351,7383
282,0.026923055,12245
283,0.026794035,18704
284,0.026792437,15636
285,0.026788244,11249
286,0.026766688,9568
287,0.026485543,4124
288,0.026402132,5987
289,0.026400898,11250
290,0.026222897,3190
291,0.02606639,2025
292,0.026036802,3898
293,0.025843467,20436
294,0.025777911,4628
295,0.02572319,14077
296,0.025718691,4825
297,0.025698181,11020
298,0.025627439,3177
299,0.025486782,19426
300,0.025482546,3902
301,0.025376212,12614
302,0.025357178,454
303,0.02525701,8002
304,0.025228264,864
305,0.025167103,7987
306,0.024961431,15310
307,0.024947019,14484
308,0.024723594,13058
309,0.024661251,5077
310,0.024599903,94
311,0.024441381,10752
312,0.024409978,1081
313,0.024408613,8304
314,0.024253339,6620
315,0.024175795,851
316,0.024033253,2525
317,0.024017893,21110
318,0.023935628,2670
319,0.023733678,8875
320,0.023731791,14037
321,0.023700368,2710
322,0.023661283,1256
323,0.023647386,5449
324,0.023431306,5864
325,0.023313978,1994
326,0.023249985,6881
327,0.023206115,4517
328,0.023170256,17143
329,0.023169045,6511
330,0.02315454,556
331,0.023144078,6990
332,0.023068135,151
333,0.023065393,10735
334,0.023061194,13200
335,0.023028414,1307
336,0.023011003,70
337,0.022965357,19013
338,0.022903721,10117
339,0.022816874,9606
340,0.022606662,7333
341,0.022530115,10983
342,0.022521382,12039
343,0.022492547,289
344,0.022479774,1254
345,0.022355878,2488
346,0.022350816,2654
347,0.022280727,15492
348,0.022251583,4869
349,0.022204965,11662
350,0.022158291,755
351,0.022154025,17387
352,0.022123156,10694
353,0.022051934,7719
354,0.022029397,11688
355,0.022022732,12925
356,0.022014887,28
357,0.021963163,12836
358,0.021871779,4951
359,0.021718397,12018
360,0.021576386,13012
361,0.021521946,5709
362,0.021516651,2802
363,0.02144309,12459
364,0.021421476,1301
365,0.021408321,3385
366,0.021120571,15100
367,0.021049929,2894
368,0.021040066,11525
369,0.021031335,4705
370,0.021014021,1157
371,0.020916838,1258
372,0.02079641,17607
373,0.020729686,14497
374,0.020690204,19106
375,0.020687442,1445
376,0.020628015,563
377,0.020590832,12149
378,0.020580908,15949
379,0.020539517,812
380,0.020397486,14250
381,0.020383584,613
382,0.020380886,11804
383,0.020188187,1095
384,0.020094024,1627
385,0.020078636,3052
386,0.020039188,2562
387,0.019907935,3016
388,0.019855233,6264
389,0.019847236,2405
390,0.019804722,6566
391,0.019760999,1294
392,0.019747188,1824
393,0.019744146,4206
394,0.019629018,3020
395,0.019552516,18618
396,0.019391961,1815
397,0.019212234,4285
398,0.019141503,45
399,0.019099711,20978
400,0.019095611,16959
401,0.019067493,1093
402,0.01895093,6998
403,0.018918694,3632
404,0.018916342,22956
405,0.018913134,17702
406,0.018887509,19946
407,0.018877565,15394
408,0.018861468,11966
409,0.018689816,7440
410,0.018608966,2073
411,0.018592386,982
412,0.018557201,19
413,0.018527809,1110
414,0.018509907,18381
415,0.018501227,5499
416,0.018481737,17795
417,0.018340511,63
418,0.018339641,184
419,0.018318159,6677
420,0.018294286,7262
421,0.018273839,4800
422,0.018252346,21445
423,0.018067184,11349
424,0.018010489,12507
425,0.017942218,17683
426,0.017887045,6947
427,0.017874984,18163
428,0.017800823,6733
429,0.017776079,6243
430,0.017722761,13559
431,0.01768964,12314
432,0.017681767,16
433,0.017643625,9491
434,0.017518186,1381
435,0.017453063,1700
436,0.017359383,5565
437,0.017295642,19011
438,0.017295196,19525
439,0.017220286,13041
440,0.017217287,4269
441,0.017195823,10597
442,0.017180516,2050
443,0.017163194,10230
444,0.017088445,3695
445,0.017084297,18
446,0.017064205,15924
447,0.017053606,20204
448,0.017052773,17865
449,0.017049667,6869
450,0.017037757,22491
451,0.017021507,1243
452,0.017000948,7354
453,0.016969418,14526
454,0.016948321,1326
455,0.016944702,6182
456,0.016919401,6880
457,0.01685386,1871
458,0.016846953,22113
459,0.016829609,245
460,0.016681841,11547
461,0.016651406,9462
462,0.016629599,6885
463,0.016604454,11808
464,0.016589822,22933
465,0.016564926,4291
466,0.01646671,1423
467,0.016461421,3672
468,0.016432615,17769
469,0.01642889,1327
470,0.016426248,6705
471,0.016426248,18590
472,0.016390724,6611
473,0.016274844,900
474,0.016199491,12340
475,0.016187869,2515
476,0.016158471,1728
477,0.016115884,15929
478,0.01607731,179
479,0.016041471,5676
480,0.016026073,3724
481,0.015962424,9605
482,0.015947862,9592
483,0.015877665,9977
484,0.015866905,16597
485,0.015817592,21279
486,0.015677925,9062
487,0.015516239,13465
488,0.015513221,5699
489,0.015505305,195
490,0.015486815,7716
491,0.015445283,21017
492,0.015375976,13168
493,0.015359001,6593
494,0.015357307,10674
495,0.015283681,672
496,0.015212221,1599
497,0.015208956,11738
498,0.015197669,12473
499,0.015154512,3141
500,0.015037474,12389
501,0.015004482,161
502,0.014992049,892
503,0.014983703,873
504,0.014972902,166
505,0.014953852,1731
506,0.014875958,16332
507,0.014864622,590
508,0.014855619,7726
509,0.014838987,669
510,0.014727839,5529
511,0.014723157,16396
512,0.014664592,22732
513,0.01464376,22326
514,0.014639683,21176
515,0.014617217,1846
516,0.014571731,19923
517,0.014320072,1386
518,0.014203324,23147
519,0.014198134,20702
520,0.014196118,9595
521,0.014160893,4780
522,0.014036418,6774
523,0.014033274,969
524,0.013994391,12949
525,0.01399175,20726
526,0.013944398,1683
527,0.013906474,7565
528,0.013882128,5076
529,0.013845998,4160
530,0.01383912,10976
531,0.013731576,6058
532,0.013654213,12135
533,0.013642071,2120
534,0.01363856,439
535,0.013608322,14916
536,0.013607952,3792
537,0.013600579,1484
538,0.013437494,2096
539,0.013429565,19998
540,0.013426292,21401
541,0.013268778,3202
542,0.013257434,3920
543,0.013235066,4532
544,0.01319319,4623
545,0.01318097,7355
546,0.013180109,17115
547,0.0130885,2473
548,0.013086128,2507
549,0.013080927,859
550,0.013019875,18572
551,0.012994591,2480
552,0.012982362,7008
553,0.012967876,2652
554,0.012957935,13332
555,0.012928168,149
556,0.012916852,3269
557,0.012893837,2634
558,0.012814996,16790
559,0.0127955,3220
560,0.012774628,15578
561,0.012762613,4550
562,0.012722091,5651
563,0.012650475,9489
564,0.012646341,8854
565,0.012645741,4125
566,0.012582039,1529
567,0.012523172,1369
568,0.012504355,562
569,0.0124329,2462
570,0.012428826,3960
571,0.012428472,1405
572,0.012347463,48
573,0.012328963,1395
574,0.0123188,19673
575,0.012289615,20685
576,0.012233363,1899
577,0.012223198,8001
578,0.012211634,11544
579,0.012209146,14901
580,0.012206886,4968
581,0.012191009,2514
582,0.012171682,13760
583,0.012168734,12807
584,0.0121661,23285
585,0.012163463,542
586,0.012144178,1480
587,0.012060801,16382
588,0.012013643,4107
589,0.011974542,762
590,0.01197128,5564
591,0.011971035,4817
592,0.011954866,13690
593,0.011907888,13932
594,0.01189246,7727
595,0.011858942,14947
596,0.011779177,2505
597,0.011776947,4210
598,0.011775748,2875
599,0.011728241,6050
600,0.011706875,16298
601,0.011704558,382
602,0.011624573,72
603,0.011604932,2278
604,0.011583635,31
605,0.01156696,7883
606,0.011565243,16800
607,0.011561039,16823
608,0.011560762,642
609,0.011560495,21306
610,0.011529285,2764
611,0.011457946,21009
612,0.011419374,21476
613,0.011404539,139
614,0.011372694,17519
615,0.011343058,9077
616,0.011302813,14463
617,0.011212848,18463
618,0.011182823,1401
619,0.011182823,1402
620,0.011166561,4689
621,0.011134301,4867
622,0.011118007,2171
623,0.011115223,2303
624,0.011096547,7728
625,0.011080616,14438
626,0.011025698,18545
627,0.011010242,1407
628,0.010965136,594
629,0.010957293,7290
630,0.010957013,7027
631,0.010896301,253
632,0.010823644,2637
633,0.01082163,1273
634,0.010809869,1355
635,0.01080924,7725
636,0.010809123,981
637,0.010767671,1404
638,0.010730432,50
639,0.010719108,1682
640,0.010701058,14543
641,0.010689321,23173
642,0.010680905,531
643,0.01066646,12936
644,0.010663881,5662
645,0.01062278,1505
646,0.010595097,7553
647,0.010514127,550
648,0.010491197,4183
649,0.010483968,6073
650,0.010460694,20485
651,0.010437744,16426
652,0.010433843,15912
653,0.01042393,20669
654,0.010387225,802
655,0.010376856,16046
656,0.010342189,1394
657,0.010340641,5007
658,0.010299744,1390
659,0.010256842,11769
660,0.010231875,156
661,0.01019652,74
662,0.010133545,2763
663,0.01012562,13823
664,0.010070707,1115
665,0.010064028,621
666,0.010015008,3143
667,0.010014795,157
668,0.010006177,2173
669,0.009967482,789
670,0.009966065,2627
671,0.009927251,11794
672,0.009917288,8840
673,0.009901671,5
674,0.009891989,1724
675,0.009886194,538
676,0.009882142,13347
677,0.009866095,539
678,0.00986523,2494
679,0.009858962,19182
680,0.009807845,12534
681,0.009794112,16415
682,0.009784356,17990
683,0.009779888,18657
684,0.009776022,18142
685,0.00974169,13243
686,0.009734807,3940
687,0.009732198,10388
688,0.009692178,6764
689,0.009637498,2468
690,0.009633521,549
691,0.00959917,576
692,0.00954504,10143
693,0.00953605,4885
694,0.009525187,1844
695,0.009524298,1287
696,0.00951949,694
697,0.009498151,818
698,0.009416964,134
699,0.009402167,13926
700,0.00940081,1020
701,0.009400716,1142
702,0.009388828,3700
703,0.009372265,1298
704,0.009365318,4390
705,0.009363619,9078
706,0.009345169,882
707,0.009316041,14534
708,0.009296251,4880
709,0.009266795,17997
710,0.009236706,536
711,0.00920183,78
712,0.009185483,65
713,0.009150083,219
714,0.009146944,9691
715,0.009144139,19978
716,0.009138691,2499
717,0.009126451,6206
718,0.009106597,862
719,0.009102849,2463
720,0.009092952,2481
721,0.009048408,805
722,0.009017569,5894
723,0.008962028,10969
724,0.008921374,4278
725,0.008903685,2705
726,0.00889041,6441
727,0.008885378,6985
728,0.008884242,3678
729,0.008823827,5385
730,0.008789905,2653
731,0.008772015,15198
732,0.008733571,6553
733,0.008698049,2616
734,0.008682105,1136
735,0.008681236,10129
736,0.008678474,15541
737,0.008669765,13212
738,0.008662961,1409
739,0.008608803,76
740,0.008607264,9997
741,0.008574181,20196
742,0.00856203,4989
743,0.008560531,16972
744,0.008558769,4712
745,0.008545778,176
746,0.008542244,5650
747,0.008518048,22519
748,0.008515755,1135
749,0.008515375,19091
750,0.008515375,19411
751,0.008515375,8352
752,0.008513258,13611
753,0.008458581,2292
754,0.008435073,12590
755,0.008397786,4120
756,0.008380315,2513
757,0.008355853,67
758,0.008314442,6699
759,0.008310601,5240
760,0.008248618,20309
761,0.00814113,1706
762,0.008136903,2522
763,0.008131825,6689
764,0.00811193,1406
765,0.008101987,20035
766,0.008079621,5489
767,0.008072458,6148
768,0.00807001,15369
769,0.008067312,1288
770,0.008062386,14247
771,0.008049806,1270
772,0.008046294,7494
773,0.008037394,15451
774,0.008036052,4192
775,0.008025961,269
776,0.008014539,39
777,0.007989639,1086
778,0.007972996,2298
779,0.007965325,1098
780,0.007964906,11513
781,0.007954435,23324
782,0.007954258,12866
783,0.007950328,16946
784,0.00794053,374
785,0.007931963,2625
786,0.007917679,13070
787,0.007909679,16624
788,0.007906995,9696
789,0.007906995,16984
790,0.007906995,20012
791,0.007902057,2509
792,0.007891447,2518
793,0.007876171,1325
794,0.007874108,16843
795,0.007849639,4284
796,0.007838919,1082
797,0.007837202,544
798,0.007836967,1141
799,0.00783268,1128
800,0.007830424,1100
801,0.007816611,541
802,0.007810029,2787
803,0.007802126,1130
804,0.007801392,2466
805,0.007780839,11728
806,0.007776182,2762
807,0.007768367,548
808,0.007768367,546
809,0.007754162,9209
810,0.0077408,2406
811,0.007687608,1803
812,0.007678966,144
813,0.007650708,7995
814,0.007649539,16443
815,0.007646513,2867
816,0.00762618,16795
817,0.007618385,3549
818,0.007591543,2789
819,0.007565711,104
820,0.00752203,1958
821,0.007508521,1248
822,0.007489253,1316
823,0.007487126,13858
824,0.007458006,2559
825,0.007456901,14411
826,0.0074534,12504
827,0.007441695,552
828,0.007387735,5334
829,0.007320637,15547
830,0.007309198,3123
831,0.007301737,8813
832,0.007298637,11555
833,0.007293907,148
834,0.007254313,7720
835,0.007242116,9638
836,0.007234948,3255
837,0.007228986,103
838,0.007228106,19781
839,0.007224354,2504
840,0.007219792,1362
841,0.007210617,12031
842,0.007193302,2181
843,0.007133353,540
844,0.007117298,5384
845,0.007102243,1137
846,0.007100447,4906
847,0.007095317,551
848,0.007093726,2544
849,0.007087259,856
850,0.007085702,1127
851,0.007077112,3680
852,0.007077051,1259
853,0.007074764,2650
854,0.007074018,5006
855,0.007064197,5040
856,0.007055321,16944
857,0.007054974,2495
858,0.007031864,2162
859,0.007024079,2493
860,0.007017158,2662
861,0.007008603,1108
862,0.006992461,3567
863,0.006985,874
864,0.006977552,1318
865,0.006966767,3260
866,0.006964552,1246
867,0.006960973,810
868,0.006946578,545
869,0.006943109,10942
870,0.00691713,2489
871,0.006912124,2651
872,0.00690464,2268
873,0.006899086,29
874,0.006887341,11055
875,0.006882752,7629
876,0.006882503,15002
877,0.006863954,816
878,0.006849507,819
879,0.006842745,4141
880,0.00684236,6175
881,0.006839288,821
882,0.006822939,6399
883,0.006815063,1091
884,0.006762738,9531
885,0.006761814,4955
886,0.006752664,1077
887,0.006748945,2474
888,0.006738733,4975
889,0.006735508,4259
890,0.006719943,1241
891,0.006717317,2697
892,0.006697054,20659
893,0.006693435,23162
894,0.0066903,13369
895,0.0066903,8956
896,0.0066903,5215
897,0.006682576,2755
898,0.006669766,5472
899,0.006636817,4133
900,0.00663348,2680
901,0.006586285,3134
902,0.006570363,1139
903,0.006564479,1088
904,0.006555238,11276
905,0.006543459,7721
906,0.00653805,2490
907,0.006522717,4622
908,0.00650071,12941
909,0.006494353,16591
910,0.006489152,1099
911,0.006484556,6125
912,0.006480522,1090
913,0.006473571,1129
914,0.006473571,1121
915,0.006468519,180
916,0.006454645,2606
917,0.006446862,1123
918,0.006446862,1080
919,0.006431186,1968
920,0.006424103,2601
921,0.006401165,5563
922,0.006394585,2465
923,0.006385602,845
924,0.006379189,2632
925,0.006375203,7504
926,0.006363914,1117
927,0.006337928,14021
928,0.006325888,16982
929,0.006317749,2570
930,0.006312333,793
931,0.006309407,3931
932,0.006303622,16043
933,0.006289049,4626
934,0.006288799,4603
935,0.006282934,12077
936,0.00627922,1210
937,0.006278108,3100
938,0.006274672,17983
939,0.006269358,5254
940,0.006263972,6161
941,0.006247128,4507
942,0.00623946,989
943,0.006234352,9915
944,0.006225196,815
945,0.006215506,2497
946,0.006209699,5228
947,0.006200578,3011
948,0.0061935,4599
949,0.006193418,5551
950,0.006186048,795
951,0.006173736,2487
952,0.006170094,2671
953,0.0061644,827
954,0.006140249,2502
955,0.006136708,3263
956,0.006134566,2195
957,0.006128623,15190
958,0.006122989,20491
959,0.006120362,4132
960,0.006117717,4956
961,0.0061166,1299
962,0.006110633,20308
963,0.006109475,16672
964,0.006108181,15012
965,0.006107117,21819
966,0.006101376,6760
967,0.006100942,14937
968,0.0060968,3685
969,0.006093995,6196
970,0.006092223,20322
971,0.00609016,6976
972,0.00608968,15569
973,0.006084988,9904
974,0.006084604,2809
975,0.006081985,1665
976,0.006081985,3887
977,0.006075857,5420
978,0.006070367,4143
979,0.006068063,1084
980,0.006067642,2477
981,0.006056845,3681
982,0.006052317,20
983,0.006048737,12570
984,0.006021644,5784
985,0.006002919,13815
986,0.005980948,5638
987,0.00597901,5485
988,0.005962861,12506
989,0.005951951,4842
990,0.005947623,1097
991,0.005946488,2030
992,0.005945105,4282
993,0.005944436,2464
994,0.005927618,2782
995,0.005878077,17
996,0.005876988,2135
997,0.005874218,3258
998,0.005859214,13178
999,0.005851688,2479
1000,0.005851289,553
1001,0.005845155,12505
1002,0.005821396,6755
1003,0.005800751,2139
1004,0.005796339,5035
1005,0.005795571,2033
1006,0.005790496,1079
1007,0.00578736,1310
1008,0.005786616,1111
1009,0.005784656,153
1010,0.005784634,2039
1011,0.005750874,13457
1012,0.00574895,2693
1013,0.005735172,14477
1014,0.005728527,2618
1015,0.005728527,2611
1016,0.005728527,2686
1017,0.005727078,3930
1018,0.005719096,1716
1019,0.005716722,879
1020,0.005712469,13916
1021,0.005701811,475
1022,0.005663125,11660
1023,0.005602755,11
1024,0.005593996,547
1025,0.005576139,16618
1026,0.005575636,4570
1027,0.005574009,582
1028,0.005570685,6687
1029,0.005564874,3907
1030,0.005559975,817
1031,0.005558123,1662
1032,0.005555196,9815
1033,0.005549991,12084
1034,0.005546735,11214
1035,0.005544172,20755
1036,0.005538108,820
1037,0.005533703,854
1038,0.005527648,7989
1039,0.005525631,18404
1040,0.005513161,995
1041,0.005509326,14799
1042,0.005493343,18456
1043,0.005492848,5583
1044,0.005479582,84
1045,0.005477924,9521
1046,0.005477238,7964
1047,0.00547641,6502
1048,0.00547369,8154
1049,0.00547369,11476
1050,0.00547369,20716
1051,0.00547369,13221
1052,0.00547369,17524
1053,0.005469164,837
1054,0.005435203,7
1055,0.005430579,6
1056,0.005424223,2661
1057,0.00542055,230
1058,0.005408037,64
1059,0.005406909,1284
1060,0.005406348,6001
1061,0.005379354,1523
1062,0.005353644,1218
1063,0.005343592,1008
1064,0.005322829,7083
1065,0.005311311,30
1066,0.005306972,1094
1067,0.005305211,3880
1068,0.005298898,4627
1069,0.005290202,14392
1070,0.005281435,10947
1071,0.005262398,5386
1072,0.005251058,1250
1073,0.005218691,2569
1074,0.00521834,920
1075,0.005216257,5562
1076,0.005206141,5624
1077,0.005204751,1140
1078,0.005203313,2055
1079,0.005191964,7919
1080,0.005189195,5411
1081,0.005171342,14539
1082,0.005155438,12103
1083,0.005152905,11568
1084,0.005152316,6693
1085,0.005141957,1112
1086,0.005138764,14486
1087,0.005125247,18138
1088,0.005123945,7741
1089,0.005104287,7498
1090,0.005099844,6682
1091,0.005094534,6642
1092,0.005076268,110
1093,0.005074777,4261
1094,0.005074365,8299
1095,0.005064249,4434
1096,0.005060616,12026
1097,0.005059647,17131
1098,0.005058589,8873
1099,0.005057836,1306
1100,0.005055364,21167
1101,0.005047453,1132
1102,0.00504292,1676
1103,0.005035288,9930
1104,0.005034101,12119
1105,0.005018558,1102
1106,0.005012378,8948
1107,0.005002251,11545
1108,0.004982817,6751
1109,0.004976016,555
1110,0.004971325,2821
1111,0.004970014,3209
1112,0.004969809,3176
1113,0.004966744,2798
1114,0.004958732,1274
1115,0.004955245,3957
1116,0.00494645,12081
1117,0.004936824,2587
1118,0.004933166,15006
1119,0.004932287,14171
1120,0.004927721,2590
1121,0.004925844,4902
1122,0.004924361,2623
1123,0.004917429,2512
1124,0.004916655,6140
1125,0.004913353,1118
1126,0.004913069,4122
1127,0.004907047,18561
1128,0.00489927,777
1129,0.004897114,12027
1130,0.004884022,3207
1131,0.0048838,23307
1132,0.004873388,1946
1133,0.004870713,8942
1134,0.004868342,17975
1135,0.004868284,8953
1136,0.004868279,8343
1137,0.004868264,5066
1138,0.004865417,17750
1139,0.004865417,18411
1140,0.004862196,10950
1141,0.004860796,1483
1142,0.004853381,2127
1143,0.004849757,1264
1144,0.004844853,850
1145,0.004839382,9553
1146,0.004834451,829
1147,0.004832046,846
1148,0.004828504,2824
1149,0.004826997,870
1150,0.004813657,9
1151,0.004811242,1315
1152,0.004805501,5573
1153,0.004770254,1812
1154,0.004769142,3108
1155,0.004763366,826
1156,0.004763043,835
1157,0.004761454,1308
1158,0.004761163,5582
1159,0.004756392,3935
1160,0.004756036,813
1161,0.004755011,12576
1162,0.004751632,814
1163,0.004750438,3703
1164,0.004744826,560
1165,0.004737792,797
1166,0.004725699,2797
1167,0.004724969,81
1168,0.004720427,834
1169,0.004715687,6557
1170,0.004710071,5418
1171,0.004691596,8181
1172,0.004687636,5578
1173,0.004686553,2511
1174,0.004685669,5399
1175,0.004685139,21
1176,0.004680785,4495
1177,0.004677227,3009
1178,0.004674561,1089
1179,0.004671778,2615
1180,0.004669069,2774
1181,0.004643208,429
1182,0.004640453,1952
1183,0.004633335,943
1184,0.004629845,331
1185,0.004624985,5426
1186,0.004622873,6047
1187,0.00462059,8340
1188,0.004619548,857
1189,0.004618224,945
1190,0.004615945,680
1191,0.004604403,3754
1192,0.004591233,8955
1193,0.004587996,1927
1194,0.004577493,10944
1195,0.004575986,3673
1196,0.004568834,480
1197,0.004568141,2028
1198,0.004566552,2491
1199,0.004557751,14956
1200,0.004551796,11279
1201,0.00454997,809
1202,0.004547905,3007
1203,0.004547176,2148
1204,0.004539547,9186
1205,0.004536905,2190
1206,0.004536499,8
1207,0.00452863,154
1208,0.004522019,1921
1209,0.004515521,4829
1210,0.0045116,3539
1211,0.004490918,16296
1212,0.004490347,6112
1213,0.004479228,1164
1214,0.004471268,2124
1215,0.004466891,15
1216,0.00446437,1941
1217,0.004462864,1073
1218,0.004457791,7722
1219,0.00443524,4725
1220,0.004431822,3088
1221,0.00440518,15679
1222,0.004397942,2795
1223,0.004397297,779
1224,0.004388627,1526
1225,0.004385277,12877
1226,0.004382957,6862
1227,0.004372883,8943
1228,0.004371969,2591
1229,0.00436419,15098
1230,0.00436419,15048
1231,0.004360231,3098
1232,0.004350598,10964
1233,0.004350545,14898
1234,0.004333637,4997
1235,0.004331296,19483
1236,0.004327717,12575
1237,0.004326967,7988
1238,0.00431429,5546
1239,0.004314021,2742
1240,0.004304999,15390
1241,0.004300626,3099
1242,0.004297602,971
1243,0.00429743,2579
1244,0.004297263,5807
1245,0.004297128,79
1246,0.004290998,11373
1247,0.00427879,14173
1248,0.004275635,558
1249,0.004273266,1236
1250,0.004273136,6758
1251,0.004270275,15061
1252,0.004270169,17991
1253,0.00426737,4998
1254,0.004262847,1715
1255,0.00426025,20423
1256,0.004260173,14883
1257,0.004257166,15382
1258,0.004257166,6921
1259,0.004246153,4294
1260,0.004240487,10412
1261,0.004239764,2524
1262,0.004239394,2863
